"City";"Year";"Formal Jobs";"Jobs in Agriculture";"Jobs in Industry";"Jobs in Construction";"Jobs in Retail";"Jobs in Service";"Share of Agricultural Jobs";"Share of Industry Jobs";"Share of Construction Jobs";"Share of Retail Jobs";"Share of Service Jobs";"Cód. IBGE"
"Nazaré Paulista";"2016";"2712";"101";"946";"41";"405";"1219";"3,72";"34,88";"1,51";"14,93";"44,95";3532405
"Neves Paulista";"2012";"1581";"213";"669";"91";"212";"396";"13,47";"42,31";"5,76";"13,41";"25,05";3532504
"Neves Paulista";"2013";"1620";"231";"628";"94";"227";"440";"14,26";"38,77";"5,8";"14,01";"27,16";3532504
"Neves Paulista";"2014";"1618";"209";"585";"173";"201";"450";"12,92";"36,16";"10,69";"12,42";"27,81";3532504
"Neves Paulista";"2015";"1584";"210";"572";"138";"207";"457";"13,26";"36,11";"8,71";"13,07";"28,85";3532504
"Neves Paulista";"2016";"1679";"219";"595";"245";"229";"391";"13,04";"35,44";"14,59";"13,64";"23,29";3532504
"Nhandeara";"2012";"1900";"328";"226";"64";"376";"906";"17,26";"11,89";"3,37";"19,79";"47,68";3532603
"Nhandeara";"2013";"1850";"269";"204";"69";"425";"883";"14,54";"11,03";"3,73";"22,97";"47,73";3532603
"Nhandeara";"2014";"1935";"197";"232";"92";"422";"992";"10,18";"11,99";"4,75";"21,81";"51,27";3532603
"Nhandeara";"2015";"1849";"216";"216";"75";"440";"902";"11,68";"11,68";"4,06";"23,8";"48,78";3532603
"Nhandeara";"2016";"1778";"202";"199";"59";"435";"883";"11,36";"11,19";"3,32";"24,47";"49,66";3532603
"Nipoã";"2012";"757";"174";"58";"94";"93";"338";"22,99";"7,66";"12,42";"12,29";"44,65";3532702
"Nipoã";"2013";"627";"84";"53";"92";"99";"299";"13,4";"8,45";"14,67";"15,79";"47,69";3532702
"Nipoã";"2014";"743";"110";"55";"133";"96";"349";"14,8";"7,4";"17,9";"12,92";"46,97";3532702
"Nipoã";"2015";"774";"116";"104";"139";"118";"297";"14,99";"13,44";"17,96";"15,25";"38,37";3532702
"Nipoã";"2016";"757";"78";"91";"150";"136";"302";"10,3";"12,02";"19,82";"17,97";"39,89";3532702
"Nova Aliança";"2012";"1052";"103";"500";"25";"113";"311";"9,79";"47,53";"2,38";"10,74";"29,56";3532801
"Nova Aliança";"2013";"1138";"110";"565";"14";"142";"307";"9,67";"49,65";"1,23";"12,48";"26,98";3532801
"Nova Aliança";"2014";"1185";"95";"608";"17";"149";"316";"8,02";"51,31";"1,43";"12,57";"26,67";3532801
"Nova Aliança";"2015";"1205";"101";"584";"2";"172";"346";"8,38";"48,46";"0,17";"14,27";"28,71";3532801
"Nova Aliança";"2016";"1244";"100";"599";"4";"175";"366";"8,04";"48,15";"0,32";"14,07";"29,42";3532801
"Nova Campina";"2012";"1975";"448";"781";"5";"241";"500";"22,68";"39,54";"0,25";"12,2";"25,32";3532827
"Nova Campina";"2013";"2340";"618";"984";"x";"181";"555";"26,41";"42,05";"0,09";"7,74";"23,72";3532827
"Nova Campina";"2014";"2072";"460";"887";"8";"187";"530";"22,2";"42,81";"0,39";"9,03";"25,58";3532827
"Nova Campina";"2015";"2246";"492";"1018";"4";"167";"565";"21,91";"45,33";"0,18";"7,44";"25,16";3532827
"Nova Campina";"2016";"1908";"339";"928";"-";"151";"490";"17,77";"48,64";"-";"7,91";"25,68";3532827
"Nova Canaã Paulista";"2012";"204";"13";"x";"x";"14";"172";"6,37";"0,49";"1,96";"6,86";"84,31";3532843
"Nova Canaã Paulista";"2013";"213";"21";"x";"-";"15";"176";"9,86";"0,47";"-";"7,04";"82,63";3532843
"Nova Canaã Paulista";"2014";"255";"21";"1";"41";"21";"171";"8,24";"0,39";"16,08";"8,24";"67,06";3532843
"Nova Canaã Paulista";"2015";"214";"20";"2";"1";"20";"171";"9,35";"0,93";"0,47";"9,35";"79,91";3532843
"Nova Canaã Paulista";"2016";"214";"17";"2";"6";"20";"169";"7,94";"0,93";"2,8";"9,35";"78,97";3532843
"Nova Castilho";"2012";"247";"51";"x";"-";"5";"184";"20,65";"2,83";"-";"2,02";"74,49";3532868
"Nova Castilho";"2013";"240";"54";"x";"-";"1";"176";"22,5";"3,75";"-";"0,42";"73,33";3532868
"Nova Castilho";"2014";"224";"49";"6";"-";"11";"158";"21,88";"2,68";"-";"4,91";"70,54";3532868
"Nova Castilho";"2015";"235";"53";"11";"-";"6";"165";"22,55";"4,68";"-";"2,55";"70,21";3532868
"Nova Castilho";"2016";"236";"56";"10";"-";"8";"162";"23,73";"4,24";"-";"3,39";"68,64";3532868
"Nova Europa";"2012";"3631";"180";"2547";"81";"209";"614";"4,96";"70,15";"2,23";"5,76";"16,91";3532900
"Nova Europa";"2013";"3946";"170";"2764";"81";"211";"720";"4,31";"70,05";"2,05";"5,35";"18,25";3532900
"Nova Europa";"2014";"4035";"164";"2789";"210";"190";"682";"4,06";"69,12";"5,2";"4,71";"16,9";3532900
"Nova Europa";"2015";"4039";"147";"2804";"141";"203";"744";"3,64";"69,42";"3,49";"5,03";"18,42";3532900
"Nova Europa";"2016";"3786";"150";"2767";"99";"181";"589";"3,96";"73,09";"2,61";"4,78";"15,56";3532900
"Nova Granada";"2012";"2484";"644";"214";"49";"471";"1106";"25,93";"8,62";"1,97";"18,96";"44,52";3533007
"Nova Granada";"2013";"2565";"598";"165";"112";"566";"1124";"23,31";"6,43";"4,37";"22,07";"43,82";3533007
"Nova Granada";"2014";"2560";"574";"183";"55";"607";"1141";"22,42";"7,15";"2,15";"23,71";"44,57";3533007
"Nova Granada";"2015";"2554";"569";"161";"97";"622";"1105";"22,28";"6,3";"3,8";"24,35";"43,27";3533007
"Nova Granada";"2016";"2608";"582";"140";"93";"695";"1098";"22,32";"5,37";"3,57";"26,65";"42,1";3533007
"Nova Guataporanga";"2012";"248";"6";"x";"-";"25";"216";"2,42";"0,4";"-";"10,08";"87,1";3533106
"Nova Guataporanga";"2013";"253";"9";"x";"x";"27";"215";"3,56";"0,4";"0,4";"10,67";"84,98";3533106
"Nova Guataporanga";"2014";"231";"4";"1";"-";"29";"197";"1,73";"0,43";"-";"12,55";"85,28";3533106
"Nova Guataporanga";"2015";"236";"5";"1";"-";"28";"202";"2,12";"0,42";"-";"11,86";"85,59";3533106
"Nova Guataporanga";"2016";"225";"10";"1";"-";"19";"195";"4,44";"0,44";"-";"8,44";"86,67";3533106
"Nova Independência";"2012";"1328";"62";"x";"6";"47";"335";"4,67";"66,11";"0,45";"3,54";"25,23";3533205
"Nova Independência";"2013";"1390";"82";"x";"4";"53";"365";"5,9";"63,74";"0,29";"3,81";"26,26";3533205
"Nova Independência";"2014";"1393";"78";"898";"4";"37";"376";"5,6";"64,47";"0,29";"2,66";"26,99";3533205
"Nova Independência";"2015";"1298";"74";"840";"3";"46";"335";"5,7";"64,71";"0,23";"3,54";"25,81";3533205
"Nova Independência";"2016";"1342";"78";"862";"6";"58";"338";"5,81";"64,23";"0,45";"4,32";"25,19";3533205
"Nova Luzitânia";"2012";"329";"10";"x";"x";"72";"238";"3,04";"0,91";"1,82";"21,88";"72,34";3533304
"Nova Luzitânia";"2013";"353";"17";"5";"x";"70";"251";"4,82";"1,42";"2,83";"19,83";"71,1";3533304
"Nova Luzitânia";"2014";"323";"9";"3";"8";"45";"258";"2,79";"0,93";"2,48";"13,93";"79,88";3533304
"Nova Luzitânia";"2015";"277";"10";"4";"-";"38";"225";"3,61";"1,44";"-";"13,72";"81,23";3533304
"Nova Luzitânia";"2016";"269";"14";"2";"1";"43";"209";"5,2";"0,74";"0,37";"15,99";"77,7";3533304
"Nova Odessa";"2012";"18407";"106";"11110";"506";"2711";"3974";"0,58";"60,36";"2,75";"14,73";"21,59";3533403
"Nova Odessa";"2013";"19748";"118";"11890";"473";"3107";"4160";"0,6";"60,21";"2,4";"15,73";"21,07";3533403
"Nova Odessa";"2014";"19459";"126";"11386";"522";"3198";"4227";"0,65";"58,51";"2,68";"16,43";"21,72";3533403
"Nova Odessa";"2015";"18446";"127";"10389";"466";"3244";"4220";"0,69";"56,32";"2,53";"17,59";"22,88";3533403
"Nova Odessa";"2016";"18115";"138";"10347";"435";"3331";"3864";"0,76";"57,12";"2,4";"18,39";"21,33";3533403
"Novais";"2012";"309";"59";"x";"x";"30";"204";"19,09";"3,88";"1,29";"9,71";"66,02";3533254
"Novais";"2013";"351";"60";"x";"x";"41";"236";"17,09";"2,56";"1,42";"11,68";"67,24";3533254
"Novais";"2014";"438";"67";"9";"-";"39";"323";"15,3";"2,05";"-";"8,9";"73,74";3533254
"Novais";"2015";"428";"55";"16";"-";"42";"315";"12,85";"3,74";"-";"9,81";"73,6";3533254
"Novais";"2016";"427";"82";"11";"1";"49";"284";"19,2";"2,58";"0,23";"11,48";"66,51";3533254
"Novo Horizonte";"2012";"9096";"3023";"1821";"134";"1855";"2263";"33,23";"20,02";"1,47";"20,39";"24,88";3533502
"Novo Horizonte";"2013";"9896";"3214";"1912";"168";"1947";"2655";"32,48";"19,32";"1,7";"19,67";"26,83";3533502
"Novo Horizonte";"2014";"8688";"2196";"1991";"147";"1942";"2412";"25,28";"22,92";"1,69";"22,35";"27,76";3533502
"Novo Horizonte";"2015";"10702";"3976";"1897";"130";"2037";"2662";"37,15";"17,73";"1,21";"19,03";"24,87";3533502
"Novo Horizonte";"2016";"9744";"3139";"1896";"115";"1909";"2685";"32,21";"19,46";"1,18";"19,59";"27,56";3533502
"Nuporanga";"2012";"3220";"430";"1661";"18";"302";"809";"13,35";"51,58";"0,56";"9,38";"25,12";3533601
"Nuporanga";"2013";"2810";"407";"1535";"15";"134";"719";"14,48";"54,63";"0,53";"4,77";"25,59";3533601
"Nuporanga";"2014";"2991";"425";"1539";"31";"246";"750";"14,21";"51,45";"1,04";"8,22";"25,08";3533601
"Nuporanga";"2015";"3064";"381";"1637";"42";"232";"772";"12,43";"53,43";"1,37";"7,57";"25,2";3533601
"Nuporanga";"2016";"3005";"387";"1589";"16";"219";"794";"12,88";"52,88";"0,53";"7,29";"26,42";3533601
"Ocauçu";"2012";"682";"232";"82";"29";"83";"256";"34,02";"12,02";"4,25";"12,17";"37,54";3533700
"Ocauçu";"2013";"740";"291";"54";"37";"98";"260";"39,32";"7,3";"5";"13,24";"35,14";3533700
"Ocauçu";"2014";"817";"349";"57";"21";"96";"294";"42,72";"6,98";"2,57";"11,75";"35,99";3533700
"Ocauçu";"2015";"859";"384";"58";"22";"105";"290";"44,7";"6,75";"2,56";"12,22";"33,76";3533700
"Ocauçu";"2016";"902";"435";"59";"25";"106";"277";"48,23";"6,54";"2,77";"11,75";"30,71";3533700
"Óleo";"2012";"337";"124";"10";"-";"13";"190";"36,8";"2,97";"-";"3,86";"56,38";3533809
"Óleo";"2013";"361";"142";"20";"x";"13";"181";"39,34";"5,54";"1,39";"3,6";"50,14";3533809
"Óleo";"2014";"361";"129";"17";"14";"18";"183";"35,73";"4,71";"3,88";"4,99";"50,69";3533809
"Óleo";"2015";"364";"124";"6";"40";"13";"181";"34,07";"1,65";"10,99";"3,57";"49,73";3533809
"Óleo";"2016";"332";"134";"5";"-";"16";"177";"40,36";"1,51";"-";"4,82";"53,31";3533809
"Olímpia";"2012";"14268";"648";"5442";"432";"3242";"4504";"4,54";"38,14";"3,03";"22,72";"31,57";3533908
"Olímpia";"2013";"14856";"663";"5320";"597";"3118";"5158";"4,46";"35,81";"4,02";"20,99";"34,72";3533908
"Olímpia";"2014";"15361";"690";"5181";"574";"3203";"5713";"4,49";"33,73";"3,74";"20,85";"37,19";3533908
"Olímpia";"2015";"15395";"681";"4763";"553";"3141";"6257";"4,42";"30,94";"3,59";"20,4";"40,64";3533908
"Olímpia";"2016";"15019";"670";"4532";"384";"3035";"6398";"4,46";"30,18";"2,56";"20,21";"42,6";3533908
"Onda Verde";"2012";"2133";"402";"1189";"x";"167";"316";"18,85";"55,74";"2,77";"7,83";"14,81";3534005
"Onda Verde";"2013";"3366";"399";"2248";"x";"323";"327";"11,85";"66,79";"2,05";"9,6";"9,71";3534005
"Onda Verde";"2014";"2290";"412";"1137";"68";"334";"339";"17,99";"49,65";"2,97";"14,59";"14,8";3534005
"Onda Verde";"2015";"2681";"433";"1484";"72";"349";"343";"16,15";"55,35";"2,69";"13,02";"12,79";3534005
"Onda Verde";"2016";"2333";"389";"1241";"1";"368";"334";"16,67";"53,19";"0,04";"15,77";"14,32";3534005
"Oriente";"2012";"1021";"186";"222";"192";"88";"333";"18,22";"21,74";"18,81";"8,62";"32,62";3534104
"Oriente";"2013";"961";"174";"197";"160";"102";"328";"18,11";"20,5";"16,65";"10,61";"34,13";3534104
"Oriente";"2014";"912";"165";"210";"105";"86";"346";"18,09";"23,03";"11,51";"9,43";"37,94";3534104
"Oriente";"2015";"951";"165";"169";"78";"96";"443";"17,35";"17,77";"8,2";"10,09";"46,58";3534104
"Oriente";"2016";"807";"169";"184";"19";"85";"350";"20,94";"22,8";"2,35";"10,53";"43,37";3534104
"Orindiúva";"2012";"3706";"87";"3174";"x";"102";"300";"2,35";"85,64";"1,16";"2,75";"8,09";3534203
"Orindiúva";"2013";"3135";"63";"2560";"x";"119";"391";"2,01";"81,66";"0,06";"3,8";"12,47";3534203
"Orindiúva";"2014";"2991";"77";"2390";"-";"130";"394";"2,57";"79,91";"-";"4,35";"13,17";3534203
"Orindiúva";"2015";"2880";"100";"2226";"-";"145";"409";"3,47";"77,29";"-";"5,03";"14,2";3534203
"Orindiúva";"2016";"2908";"151";"2209";"4";"140";"404";"5,19";"75,96";"0,14";"4,81";"13,89";3534203
"Orlândia";"2012";"10950";"1096";"2737";"637";"2997";"3483";"10,01";"25";"5,82";"27,37";"31,81";3534302
"Orlândia";"2013";"11917";"1199";"2867";"730";"3280";"3841";"10,06";"24,06";"6,13";"27,52";"32,23";3534302
"Orlândia";"2014";"11931";"1212";"2919";"882";"2983";"3935";"10,16";"24,47";"7,39";"25";"32,98";3534302
"Orlândia";"2015";"11493";"930";"3215";"608";"2783";"3957";"8,09";"27,97";"5,29";"24,21";"34,43";3534302
"Orlândia";"2016";"11386";"892";"3074";"736";"2708";"3976";"7,83";"27";"6,46";"23,78";"34,92";3534302
"Osasco";"2012";"173848";"18";"24581";"6692";"43318";"99239";"0,01";"14,14";"3,85";"24,92";"57,08";3534401
"Osasco";"2013";"175612";"21";"22112";"6830";"46196";"100453";"0,01";"12,59";"3,89";"26,31";"57,2";3534401
"Osasco";"2014";"177201";"18";"21271";"6202";"47278";"102432";"0,01";"12";"3,5";"26,68";"57,81";3534401
"Osasco";"2015";"169369";"15";"18620";"7792";"46994";"95948";"0,01";"10,99";"4,6";"27,75";"56,65";3534401
"Osasco";"2016";"160186";"14";"16272";"6186";"44822";"92892";"0,01";"10,16";"3,86";"27,98";"57,99";3534401
"Oscar Bressane";"2012";"411";"49";"78";"-";"39";"245";"11,92";"18,98";"-";"9,49";"59,61";3534500
"Oscar Bressane";"2013";"434";"53";"91";"x";"36";"253";"12,21";"20,97";"0,23";"8,29";"58,29";3534500
"Oscar Bressane";"2014";"433";"43";"95";"2";"43";"250";"9,93";"21,94";"0,46";"9,93";"57,74";3534500
"Oscar Bressane";"2015";"442";"45";"86";"2";"34";"275";"10,18";"19,46";"0,45";"7,69";"62,22";3534500
"Oscar Bressane";"2016";"452";"43";"90";"-";"46";"273";"9,51";"19,91";"-";"10,18";"60,4";3534500
"Osvaldo Cruz";"2012";"7524";"293";"2347";"172";"1818";"2894";"3,89";"31,19";"2,29";"24,16";"38,46";3534609
"Osvaldo Cruz";"2013";"7771";"323";"2441";"112";"1924";"2971";"4,16";"31,41";"1,44";"24,76";"38,23";3534609
"Osvaldo Cruz";"2014";"7911";"309";"2574";"134";"1944";"2950";"3,91";"32,54";"1,69";"24,57";"37,29";3534609
"Osvaldo Cruz";"2015";"7754";"289";"2376";"108";"1918";"3063";"3,73";"30,64";"1,39";"24,74";"39,5";3534609
"Osvaldo Cruz";"2016";"7362";"249";"2234";"103";"1832";"2944";"3,38";"30,35";"1,4";"24,88";"39,99";3534609
"Ourinhos";"2012";"31168";"2037";"6070";"1401";"7175";"14485";"6,54";"19,48";"4,49";"23,02";"46,47";3534708
"Ourinhos";"2013";"27843";"2073";"6287";"1205";"7293";"10985";"7,45";"22,58";"4,33";"26,19";"39,45";3534708
"Ourinhos";"2014";"28006";"2138";"6134";"1095";"7548";"11091";"7,63";"21,9";"3,91";"26,95";"39,6";3534708
"Ourinhos";"2015";"27383";"2155";"5829";"1000";"7204";"11195";"7,87";"21,29";"3,65";"26,31";"40,88";3534708
"Ourinhos";"2016";"26600";"2138";"5713";"1022";"6861";"10866";"8,04";"21,48";"3,84";"25,79";"40,85";3534708
"Ouro Verde";"2012";"711";"112";"52";"23";"144";"380";"15,75";"7,31";"3,23";"20,25";"53,45";3534807
"Ouro Verde";"2013";"681";"100";"31";"24";"167";"359";"14,68";"4,55";"3,52";"24,52";"52,72";3534807
"Ouro Verde";"2014";"678";"87";"28";"26";"145";"392";"12,83";"4,13";"3,83";"21,39";"57,82";3534807
"Ouro Verde";"2015";"771";"84";"23";"82";"188";"394";"10,89";"2,98";"10,64";"24,38";"51,1";3534807
"Ouro Verde";"2016";"748";"104";"25";"71";"177";"371";"13,9";"3,34";"9,49";"23,66";"49,6";3534807
"Ouroeste";"2012";"3026";"226";"1629";"45";"249";"877";"7,47";"53,83";"1,49";"8,23";"28,98";3534757
"Ouroeste";"2013";"3231";"265";"1688";"80";"318";"880";"8,2";"52,24";"2,48";"9,84";"27,24";3534757
"Ouroeste";"2014";"3107";"267";"1443";"104";"377";"916";"8,59";"46,44";"3,35";"12,13";"29,48";3534757
"Ouroeste";"2015";"2778";"238";"1209";"162";"378";"791";"8,57";"43,52";"5,83";"13,61";"28,47";3534757
"Ouroeste";"2016";"2805";"239";"1121";"230";"365";"850";"8,52";"39,96";"8,2";"13,01";"30,3";3534757
"Pacaembu";"2012";"1349";"150";"125";"x";"378";"695";"11,12";"9,27";"0,07";"28,02";"51,52";3534906
"Pacaembu";"2013";"1424";"146";"136";"-";"360";"782";"10,25";"9,55";"-";"25,28";"54,92";3534906
"Pacaembu";"2014";"1469";"160";"115";"5";"375";"814";"10,89";"7,83";"0,34";"25,53";"55,41";3534906
"Pacaembu";"2015";"1494";"182";"129";"8";"387";"788";"12,18";"8,63";"0,54";"25,9";"52,74";3534906
"Pacaembu";"2016";"1461";"184";"119";"1";"372";"785";"12,59";"8,15";"0,07";"25,46";"53,73";3534906
"Palestina";"2012";"2787";"1714";"395";"x";"242";"431";"61,5";"14,17";"0,18";"8,68";"15,46";3535002
"Palestina";"2013";"2750";"1633";"434";"5";"196";"482";"59,38";"15,78";"0,18";"7,13";"17,53";3535002
"Palestina";"2014";"2871";"1533";"450";"43";"291";"554";"53,4";"15,67";"1,5";"10,14";"19,3";3535002
"Palestina";"2015";"2717";"1451";"451";"23";"268";"524";"53,4";"16,6";"0,85";"9,86";"19,29";3535002
"Palestina";"2016";"2580";"1369";"437";"26";"241";"507";"53,06";"16,94";"1,01";"9,34";"19,65";3535002
"Palmares Paulista";"2012";"805";"59";"21";"x";"220";"479";"7,33";"2,61";"3,23";"27,33";"59,5";3535101
"Palmares Paulista";"2013";"802";"67";"27";"x";"216";"456";"8,35";"3,37";"4,49";"26,93";"56,86";3535101
"Palmares Paulista";"2014";"804";"59";"27";"11";"227";"480";"7,34";"3,36";"1,37";"28,23";"59,7";3535101
"Palmares Paulista";"2015";"779";"60";"31";"-";"215";"473";"7,7";"3,98";"-";"27,6";"60,72";3535101
"Palmares Paulista";"2016";"784";"66";"40";"-";"199";"479";"8,42";"5,1";"-";"25,38";"61,1";3535101
"Palmeira d'Oeste";"2012";"999";"129";"32";"x";"343";"492";"12,91";"3,2";"0,3";"34,33";"49,25";3535200
"Palmeira d'Oeste";"2013";"1027";"146";"33";"7";"330";"511";"14,22";"3,21";"0,68";"32,13";"49,76";3535200
"Palmeira d'Oeste";"2014";"1099";"142";"50";"31";"365";"511";"12,92";"4,55";"2,82";"33,21";"46,5";3535200
"Palmeira d'Oeste";"2015";"1076";"131";"34";"70";"370";"471";"12,17";"3,16";"6,51";"34,39";"43,77";3535200
"Palmeira d'Oeste";"2016";"1174";"164";"31";"149";"336";"494";"13,97";"2,64";"12,69";"28,62";"42,08";3535200
"Palmital";"2012";"3534";"312";"752";"27";"940";"1503";"8,83";"21,28";"0,76";"26,6";"42,53";3535309
"Palmital";"2013";"3808";"269";"834";"106";"1006";"1593";"7,06";"21,9";"2,78";"26,42";"41,83";3535309
"Palmital";"2014";"3828";"270";"757";"131";"978";"1692";"7,05";"19,78";"3,42";"25,55";"44,2";3535309
"Palmital";"2015";"3816";"283";"728";"83";"1020";"1702";"7,42";"19,08";"2,18";"26,73";"44,6";3535309
"Palmital";"2016";"3823";"483";"754";"25";"978";"1583";"12,63";"19,72";"0,65";"25,58";"41,41";3535309
"Panorama";"2012";"3013";"81";"1420";"73";"605";"834";"2,69";"47,13";"2,42";"20,08";"27,68";3535408
"Panorama";"2013";"2960";"75";"1254";"107";"601";"923";"2,53";"42,36";"3,61";"20,3";"31,18";3535408
"Panorama";"2014";"3003";"97";"1150";"107";"632";"1017";"3,23";"38,3";"3,56";"21,05";"33,87";3535408
"Panorama";"2015";"2904";"111";"981";"102";"634";"1076";"3,82";"33,78";"3,51";"21,83";"37,05";3535408
"Panorama";"2016";"2920";"122";"929";"113";"585";"1171";"4,18";"31,82";"3,87";"20,03";"40,1";3535408
