"Localidades";"Períodos";"Frota Total de Veículos ";"Número de Habitantes por Total de Veículos ";"Frota de Automóveis ";"Número de Habitantes por Automóvel ";"Frota de Ônibus ";"Frota de Caminhões ";"Frota de Reboques ";"Frota de Motocicletas e Assemelhados ";"Frota de Microônibus e Camionetas ";"Frota de Veículos de Outro Tipo ";"Cód. IBGE"
"Patrocínio Paulista";"2017";"7011";"2";"4428";"3,17";"60";"313";"176";"1032";"1001";"1";3536307
"Paulicéia";"2013";"3965";"1,66";"1928";"3,41";"28";"344";"269";"1033";"361";"2";3536406
"Paulicéia";"2014";"4212";"1,58";"2062";"3,23";"30";"370";"293";"1079";"377";"1";3536406
"Paulicéia";"2015";"4408";"1,53";"2154";"3,14";"31";"376";"319";"1130";"397";"1";3536406
"Paulicéia";"2016";"4573";"1,49";"2267";"3,01";"29";"386";"333";"1156";"401";"1";3536406
"Paulicéia";"2017";"4729";"1,46";"2352";"2,94";"30";"385";"343";"1191";"427";"1";3536406
"Paulínia";"2013";"62902";"1,42";"37371";"2,4";"450";"4035";"3855";"9681";"7491";"19";3536505
"Paulínia";"2014";"66399";"1,39";"39490";"2,34";"409";"4375";"4170";"9860";"8075";"20";3536505
"Paulínia";"2015";"68678";"1,38";"41174";"2,31";"378";"4472";"4267";"9962";"8403";"22";3536505
"Paulínia";"2016";"71011";"1,37";"42851";"2,26";"369";"4573";"4525";"10097";"8574";"22";3536505
"Paulínia";"2017";"73298";"1,35";"44212";"2,24";"384";"4610";"4741";"10338";"8989";"24";3536505
"Paulistânia";"2013";"562";"3,16";"343";"5,18";"8";"26";"11";"92";"82";"-";3536570
"Paulistânia";"2014";"639";"2,78";"374";"4,75";"8";"34";"18";"101";"104";"-";3536570
"Paulistânia";"2015";"711";"2,5";"401";"4,43";"10";"33";"21";"122";"124";"-";3536570
"Paulistânia";"2016";"776";"2,29";"444";"4";"11";"34";"30";"131";"126";"-";3536570
"Paulistânia";"2017";"836";"2,12";"480";"3,7";"12";"39";"38";"140";"127";"-";3536570
"Paulo de Faria";"2013";"3192";"2,68";"2229";"3,84";"43";"121";"62";"382";"354";"1";3536604
"Paulo de Faria";"2014";"3443";"2,48";"2390";"3,58";"45";"124";"75";"418";"390";"1";3536604
"Paulo de Faria";"2015";"3565";"2,39";"2466";"3,46";"45";"123";"84";"437";"409";"1";3536604
"Paulo de Faria";"2016";"3662";"2,33";"2517";"3,39";"46";"124";"92";"457";"425";"1";3536604
"Paulo de Faria";"2017";"3794";"2,25";"2599";"3,28";"50";"122";"100";"474";"448";"1";3536604
"Pederneiras";"2013";"25847";"1,65";"13360";"3,2";"215";"1254";"819";"7474";"2695";"30";3536703
"Pederneiras";"2014";"27622";"1,56";"14332";"3,01";"220";"1304";"865";"7902";"2967";"32";3536703
"Pederneiras";"2015";"28785";"1,51";"14923";"2,92";"227";"1324";"911";"8234";"3132";"34";3536703
"Pederneiras";"2016";"29412";"1,5";"15271";"2,88";"227";"1352";"955";"8331";"3240";"36";3536703
"Pederneiras";"2017";"30272";"1,47";"15674";"2,83";"237";"1390";"991";"8514";"3430";"36";3536703
"Pedra Bela";"2013";"3110";"1,88";"1591";"3,67";"17";"207";"21";"871";"403";"-";3536802
"Pedra Bela";"2014";"3339";"1,75";"1693";"3,46";"18";"231";"23";"935";"439";"-";3536802
"Pedra Bela";"2015";"3506";"1,68";"1767";"3,33";"15";"240";"29";"970";"485";"-";3536802
"Pedra Bela";"2016";"3650";"1,62";"1855";"3,18";"14";"240";"35";"1010";"496";"-";3536802
"Pedra Bela";"2017";"3820";"1,55";"1958";"3,02";"14";"243";"40";"1025";"540";"-";3536802
"Pedranópolis";"2013";"1447";"1,73";"812";"3,09";"14";"56";"65";"350";"149";"1";3536901
"Pedranópolis";"2014";"1507";"1,65";"849";"2,94";"14";"61";"74";"352";"156";"1";3536901
"Pedranópolis";"2015";"1557";"1,59";"878";"2,82";"14";"64";"77";"359";"164";"1";3536901
"Pedranópolis";"2016";"1619";"1,52";"901";"2,74";"15";"59";"87";"375";"181";"1";3536901
"Pedranópolis";"2017";"1695";"1,45";"931";"2,64";"16";"59";"99";"385";"204";"1";3536901
"Pedregulho";"2013";"7413";"2,14";"4620";"3,44";"117";"308";"137";"1132";"1095";"4";3537008
"Pedregulho";"2014";"7899";"2,02";"4889";"3,26";"124";"324";"150";"1214";"1194";"4";3537008
"Pedregulho";"2015";"8251";"1,94";"5123";"3,12";"138";"338";"173";"1231";"1244";"4";3537008
"Pedregulho";"2016";"8522";"1,88";"5243";"3,06";"138";"350";"192";"1284";"1311";"4";3537008
"Pedregulho";"2017";"8889";"1,81";"5497";"2,93";"138";"362";"203";"1318";"1367";"4";3537008
"Pedreira";"2013";"28774";"1,5";"13316";"3,24";"78";"819";"279";"11128";"3152";"2";3537107
"Pedreira";"2014";"30369";"1,44";"14065";"3,11";"81";"854";"298";"11664";"3405";"2";3537107
"Pedreira";"2015";"31513";"1,4";"14582";"3,04";"78";"870";"311";"12088";"3582";"2";3537107
"Pedreira";"2016";"32464";"1,38";"15083";"2,96";"78";"869";"319";"12381";"3732";"2";3537107
"Pedreira";"2017";"33624";"1,34";"15655";"2,88";"78";"878";"337";"12722";"3952";"2";3537107
"Pedrinhas Paulista";"2013";"1766";"1,68";"826";"3,59";"12";"172";"58";"331";"367";"-";3537156
"Pedrinhas Paulista";"2014";"1847";"1,61";"873";"3,4";"12";"177";"61";"344";"380";"-";3537156
"Pedrinhas Paulista";"2015";"1911";"1,56";"905";"3,29";"12";"182";"67";"348";"397";"-";3537156
"Pedrinhas Paulista";"2016";"2001";"1,49";"949";"3,14";"12";"185";"71";"364";"420";"-";3537156
"Pedrinhas Paulista";"2017";"2067";"1,45";"983";"3,04";"12";"199";"76";"380";"417";"-";3537156
"Pedro de Toledo";"2013";"2533";"4,11";"1473";"7,07";"11";"168";"40";"551";"287";"3";3537206
"Pedro de Toledo";"2014";"2792";"3,76";"1602";"6,55";"17";"179";"48";"620";"324";"2";3537206
"Pedro de Toledo";"2015";"2969";"3,56";"1685";"6,28";"17";"176";"53";"678";"358";"2";3537206
"Pedro de Toledo";"2016";"3166";"3,36";"1780";"5,98";"18";"192";"62";"715";"397";"2";3537206
"Pedro de Toledo";"2017";"3402";"3,16";"1899";"5,65";"20";"203";"69";"769";"438";"4";3537206
"Penápolis";"2013";"42294";"1,4";"20111";"2,95";"261";"1589";"1550";"14965";"3809";"9";3537305
"Penápolis";"2014";"44528";"1,34";"21224";"2,8";"288";"1625";"1613";"15603";"4166";"9";3537305
"Penápolis";"2015";"46247";"1,29";"22002";"2,72";"303";"1649";"1749";"16141";"4392";"11";3537305
"Penápolis";"2016";"47621";"1,26";"22590";"2,65";"303";"1665";"1861";"16528";"4662";"12";3537305
"Penápolis";"2017";"49077";"1,23";"23306";"2,58";"307";"1695";"1951";"16869";"4938";"11";3537305
"Pereira Barreto";"2013";"13597";"1,85";"7356";"3,41";"93";"430";"626";"3866";"1212";"14";3537404
"Pereira Barreto";"2014";"14459";"1,74";"7836";"3,21";"95";"464";"677";"4056";"1317";"14";3537404
"Pereira Barreto";"2015";"15028";"1,68";"8039";"3,13";"98";"488";"743";"4237";"1409";"14";3537404
"Pereira Barreto";"2016";"15529";"1,63";"8285";"3,05";"113";"515";"786";"4340";"1476";"14";3537404
"Pereira Barreto";"2017";"16090";"1,57";"8546";"2,96";"118";"516";"842";"4504";"1550";"14";3537404
"Pereiras";"2013";"3429";"2,26";"1924";"4,03";"28";"290";"144";"634";"408";"1";3537503
"Pereiras";"2014";"3645";"2,16";"2052";"3,83";"28";"309";"165";"662";"428";"1";3537503
"Pereiras";"2015";"3752";"2,12";"2124";"3,75";"29";"318";"174";"658";"448";"1";3537503
"Pereiras";"2016";"3808";"2,12";"2178";"3,7";"29";"293";"171";"661";"475";"1";3537503
"Pereiras";"2017";"3906";"2,09";"2247";"3,63";"30";"293";"156";"688";"491";"1";3537503
"Peruíbe";"2013";"27643";"2,23";"16006";"3,85";"96";"714";"331";"7593";"2856";"47";3537602
"Peruíbe";"2014";"29745";"2,09";"17266";"3,61";"98";"752";"403";"8065";"3113";"48";3537602
"Peruíbe";"2015";"30988";"2,03";"17915";"3,52";"107";"770";"460";"8413";"3274";"49";3537602
"Peruíbe";"2016";"32231";"1,97";"18616";"3,42";"102";"804";"504";"8670";"3481";"54";3537602
"Peruíbe";"2017";"33527";"1,92";"19289";"3,33";"105";"825";"563";"8957";"3734";"54";3537602
"Piacatu";"2013";"2414";"2,27";"1384";"3,95";"19";"136";"83";"531";"261";"-";3537701
"Piacatu";"2014";"2581";"2,14";"1493";"3,71";"17";"141";"89";"543";"298";"-";3537701
"Piacatu";"2015";"2712";"2,06";"1586";"3,53";"18";"140";"93";"555";"320";"-";3537701
"Piacatu";"2016";"2840";"1,99";"1668";"3,39";"21";"138";"96";"576";"341";"-";3537701
"Piacatu";"2017";"2983";"1,92";"1746";"3,27";"23";"144";"109";"607";"353";"1";3537701
"Piedade";"2013";"27269";"1,93";"13866";"3,79";"98";"1564";"481";"7635";"3612";"13";3537800
"Piedade";"2014";"29130";"1,81";"14820";"3,55";"106";"1631";"560";"8043";"3957";"13";3537800
"Piedade";"2015";"30880";"1,71";"15836";"3,33";"106";"1708";"627";"8380";"4210";"13";3537800
"Piedade";"2016";"32471";"1,63";"16787";"3,15";"110";"1769";"682";"8553";"4558";"12";3537800
"Piedade";"2017";"33680";"1,58";"17443";"3,04";"122";"1819";"745";"8737";"4802";"12";3537800
"Pilar do Sul";"2013";"17119";"1,57";"8903";"3,03";"84";"1309";"481";"4079";"2260";"3";3537909
"Pilar do Sul";"2014";"18190";"1,49";"9503";"2,86";"96";"1322";"520";"4309";"2437";"3";3537909
"Pilar do Sul";"2015";"19008";"1,44";"9948";"2,75";"97";"1327";"567";"4494";"2572";"3";3537909
"Pilar do Sul";"2016";"19835";"1,39";"10361";"2,66";"97";"1352";"704";"4611";"2705";"5";3537909
"Pilar do Sul";"2017";"20287";"1,37";"10751";"2,58";"87";"1339";"731";"4660";"2712";"7";3537909
"Pindamonhangaba";"2013";"76384";"1,99";"47651";"3,19";"198";"2750";"1056";"17252";"7422";"55";3538006
"Pindamonhangaba";"2014";"80375";"1,92";"50017";"3,08";"201";"2843";"1155";"18181";"7922";"56";3538006
"Pindamonhangaba";"2015";"83230";"1,87";"51708";"3,02";"184";"2861";"1290";"18915";"8216";"56";3538006
"Pindamonhangaba";"2016";"85509";"1,84";"53023";"2,97";"176";"2850";"1397";"19419";"8590";"54";3538006
"Pindamonhangaba";"2017";"88652";"1,79";"54850";"2,9";"181";"2827";"1500";"20131";"9108";"55";3538006
"Pindorama";"2013";"7160";"2,16";"4346";"3,56";"53";"343";"167";"1511";"740";"-";3538105
"Pindorama";"2014";"7666";"2,03";"4641";"3,36";"55";"366";"188";"1574";"842";"-";3538105
"Pindorama";"2015";"8005";"1,97";"4802";"3,28";"57";"381";"208";"1666";"891";"-";3538105
"Pindorama";"2016";"8288";"1,91";"4957";"3,2";"58";"388";"231";"1694";"960";"-";3538105
"Pindorama";"2017";"8570";"1,86";"5168";"3,09";"63";"394";"244";"1702";"999";"-";3538105
"Pinhalzinho";"2013";"7056";"1,93";"4190";"3,25";"13";"441";"75";"1406";"929";"2";3538204
"Pinhalzinho";"2014";"7622";"1,81";"4539";"3,04";"15";"458";"84";"1497";"1027";"2";3538204
"Pinhalzinho";"2015";"8146";"1,71";"4856";"2,88";"17";"482";"89";"1561";"1139";"2";3538204
"Pinhalzinho";"2016";"8593";"1,64";"5105";"2,77";"17";"482";"103";"1642";"1242";"2";3538204
"Pinhalzinho";"2017";"9015";"1,58";"5340";"2,67";"19";"487";"119";"1706";"1342";"2";3538204
"Piquerobi";"2013";"1357";"2,61";"838";"4,22";"9";"47";"30";"265";"166";"2";3538303
"Piquerobi";"2014";"1472";"2,4";"888";"3,98";"11";"50";"33";"283";"205";"2";3538303
"Piquerobi";"2015";"1551";"2,28";"932";"3,79";"11";"47";"37";"295";"227";"2";3538303
"Piquerobi";"2016";"1619";"2,18";"967";"3,65";"11";"56";"36";"302";"245";"2";3538303
"Piquerobi";"2017";"1683";"2,1";"991";"3,57";"11";"59";"37";"313";"270";"2";3538303
"Piquete";"2013";"5013";"2,78";"3287";"4,24";"19";"183";"55";"976";"492";"1";3538501
"Piquete";"2014";"5312";"2,61";"3454";"4,02";"18";"189";"63";"1017";"568";"3";3538501
"Piquete";"2015";"5544";"2,49";"3616";"3,82";"19";"195";"65";"1058";"589";"2";3538501
"Piquete";"2016";"5798";"2,38";"3754";"3,67";"18";"222";"75";"1090";"637";"2";3538501
"Piquete";"2017";"6163";"2,23";"3930";"3,5";"18";"262";"85";"1176";"688";"4";3538501
"Piracaia";"2013";"14622";"1,74";"7820";"3,26";"36";"569";"191";"4252";"1737";"17";3538600
"Piracaia";"2014";"15641";"1,63";"8370";"3,06";"41";"595";"209";"4482";"1927";"17";3538600
"Piracaia";"2015";"16311";"1,58";"8745";"2,94";"45";"613";"219";"4644";"2028";"17";3538600
"Piracaia";"2016";"16978";"1,52";"9109";"2,83";"68";"598";"226";"4807";"2154";"16";3538600
"Piracaia";"2017";"17553";"1,48";"9514";"2,73";"41";"591";"248";"4897";"2245";"17";3538600
"Piracicaba";"2013";"266401";"1,4";"161288";"2,31";"1451";"10051";"8115";"54145";"31225";"126";3538709
"Piracicaba";"2014";"277008";"1,36";"167039";"2,25";"1484";"10502";"8664";"55831";"33359";"129";3538709
"Piracicaba";"2015";"284544";"1,33";"171351";"2,21";"1474";"10407";"9202";"57067";"34911";"132";3538709
"Piracicaba";"2016";"290409";"1,31";"174610";"2,18";"1502";"10342";"9250";"58354";"36217";"134";3538709
"Piracicaba";"2017";"297384";"1,29";"178884";"2,14";"1483";"10240";"9213";"59930";"37497";"137";3538709
"Piraju";"2013";"16276";"1,75";"9777";"2,92";"75";"520";"431";"3464";"1993";"16";3538808
"Piraju";"2014";"17070";"1,67";"10220";"2,79";"79";"531";"472";"3642";"2110";"16";3538808
"Piraju";"2015";"17900";"1,6";"10726";"2,66";"79";"532";"497";"3811";"2238";"17";3538808
"Piraju";"2016";"18555";"1,54";"11097";"2,57";"82";"546";"529";"3922";"2361";"18";3538808
"Piraju";"2017";"19143";"1,49";"11481";"2,49";"79";"560";"553";"3981";"2472";"17";3538808
"Pirajuí";"2013";"10043";"2,28";"5945";"3,86";"87";"341";"256";"2347";"1062";"5";3538907
"Pirajuí";"2014";"10658";"2,16";"6303";"3,65";"92";"340";"277";"2487";"1154";"5";3538907
"Pirajuí";"2015";"11164";"2,07";"6601";"3,5";"94";"342";"304";"2578";"1240";"5";3538907
"Pirajuí";"2016";"11637";"1,99";"6851";"3,38";"94";"351";"321";"2680";"1335";"5";3538907
"Pirajuí";"2017";"11939";"1,94";"7073";"3,28";"92";"342";"345";"2703";"1378";"6";3538907
"Pirangi";"2013";"6411";"1,67";"3178";"3,37";"71";"651";"504";"1018";"987";"2";3539004
"Pirangi";"2014";"6726";"1,59";"3339";"3,21";"72";"663";"546";"1065";"1039";"2";3539004
"Pirangi";"2015";"6925";"1,55";"3481";"3,09";"74";"651";"533";"1123";"1061";"2";3539004
"Pirangi";"2016";"7119";"1,51";"3623";"2,97";"79";"652";"527";"1154";"1081";"3";3539004
"Pirangi";"2017";"7385";"1,46";"3760";"2,87";"81";"677";"531";"1196";"1137";"3";3539004
"Pirapora do Bom Jesus";"2013";"5703";"2,91";"3506";"4,74";"79";"243";"45";"1312";"518";"-";3539103
"Pirapora do Bom Jesus";"2014";"6148";"2,75";"3812";"4,44";"91";"265";"49";"1365";"566";"-";3539103
"Pirapora do Bom Jesus";"2015";"6530";"2,64";"4042";"4,26";"106";"283";"54";"1423";"621";"1";3539103
"Pirapora do Bom Jesus";"2016";"6962";"2,52";"4287";"4,09";"100";"304";"57";"1504";"709";"1";3539103
"Pirapora do Bom Jesus";"2017";"7516";"2,38";"4603";"3,88";"99";"328";"62";"1623";"800";"1";3539103
"Pirapozinho";"2013";"12744";"2";"7197";"3,54";"102";"606";"424";"3284";"1131";"-";3539202
"Pirapozinho";"2014";"13489";"1,91";"7567";"3,4";"96";"615";"455";"3506";"1250";"-";3539202
"Pirapozinho";"2015";"14177";"1,83";"7972";"3,26";"96";"622";"487";"3684";"1316";"-";3539202
"Pirapozinho";"2016";"14674";"1,79";"8265";"3,17";"97";"632";"531";"3766";"1383";"-";3539202
"Pirapozinho";"2017";"15374";"1,72";"8642";"3,06";"99";"647";"557";"3944";"1485";"-";3539202
"Pirassununga";"2013";"49499";"1,44";"28656";"2,49";"248";"1613";"1867";"12318";"4724";"73";3539301
"Pirassununga";"2014";"51532";"1,39";"29777";"2,41";"248";"1656";"1925";"12867";"4975";"84";3539301
"Pirassununga";"2015";"53002";"1,36";"30580";"2,36";"250";"1674";"1988";"13207";"5219";"84";3539301
"Pirassununga";"2016";"54287";"1,33";"31251";"2,32";"247";"1673";"2039";"13530";"5459";"88";3539301
"Pirassununga";"2017";"55715";"1,3";"32034";"2,27";"239";"1702";"2127";"13847";"5682";"84";3539301
"Piratininga";"2013";"6689";"1,86";"4256";"2,92";"41";"282";"160";"1087";"860";"3";3539400
"Piratininga";"2014";"7107";"1,76";"4522";"2,77";"46";"302";"172";"1116";"945";"4";3539400
"Piratininga";"2015";"7410";"1,71";"4675";"2,71";"46";"315";"185";"1175";"1010";"4";3539400
"Piratininga";"2016";"7683";"1,66";"4837";"2,64";"46";"317";"200";"1197";"1081";"5";3539400
"Piratininga";"2017";"8065";"1,6";"5021";"2,56";"44";"330";"223";"1244";"1198";"5";3539400
"Pitangueiras";"2013";"16554";"2,19";"8226";"4,41";"272";"1113";"906";"4404";"1632";"1";3539509
"Pitangueiras";"2014";"17492";"2,09";"8757";"4,18";"282";"1108";"939";"4650";"1755";"1";3539509
"Pitangueiras";"2015";"18330";"2,02";"9243";"4";"303";"1113";"959";"4874";"1837";"1";3539509
"Pitangueiras";"2016";"19073";"1,96";"9657";"3,86";"311";"1135";"985";"5017";"1967";"1";3539509
"Pitangueiras";"2017";"19770";"1,9";"10000";"3,76";"327";"1183";"1054";"5154";"2051";"1";3539509
"Planalto";"2013";"2068";"2,26";"1187";"3,94";"46";"110";"88";"428";"209";"-";3539608
"Planalto";"2014";"2232";"2,13";"1267";"3,75";"55";"128";"98";"455";"229";"-";3539608
"Planalto";"2015";"2406";"2,01";"1296";"3,73";"57";"163";"192";"453";"245";"-";3539608
"Planalto";"2016";"2581";"1,9";"1355";"3,61";"62";"190";"227";"491";"256";"-";3539608
"Planalto";"2017";"2762";"1,8";"1464";"3,39";"62";"210";"244";"503";"279";"-";3539608
"Platina";"2013";"1139";"2,88";"630";"5,21";"13";"56";"22";"251";"167";"-";3539707
"Platina";"2014";"1241";"2,67";"702";"4,72";"13";"62";"27";"262";"175";"-";3539707
"Platina";"2015";"1309";"2,56";"740";"4,52";"12";"64";"28";"274";"191";"-";3539707
"Platina";"2016";"1376";"2,45";"778";"4,34";"12";"64";"36";"280";"206";"-";3539707
"Platina";"2017";"1399";"2,44";"792";"4,3";"13";"62";"35";"284";"213";"-";3539707
"Poá";"2013";"44291";"2,46";"30865";"3,53";"205";"1337";"507";"6594";"4760";"23";3539806
"Poá";"2014";"46813";"2,35";"32612";"3,37";"194";"1407";"532";"6873";"5167";"28";3539806
"Poá";"2015";"48524";"2,29";"33930";"3,27";"191";"1370";"547";"7046";"5416";"24";3539806
"Poá";"2016";"49682";"2,25";"34791";"3,22";"179";"1283";"558";"7174";"5672";"25";3539806
"Poá";"2017";"51251";"2,2";"36058";"3,13";"194";"1270";"598";"7290";"5815";"26";3539806
"Poloni";"2013";"3124";"1,75";"1868";"2,93";"52";"195";"111";"464";"434";"-";3539905
"Poloni";"2014";"3242";"1,7";"1929";"2,85";"52";"206";"119";"496";"440";"-";3539905
"Poloni";"2015";"3329";"1,66";"1968";"2,81";"54";"204";"128";"516";"459";"-";3539905
"Poloni";"2016";"3372";"1,65";"1996";"2,79";"52";"201";"134";"521";"468";"-";3539905
"Poloni";"2017";"3490";"1,6";"2054";"2,72";"55";"215";"161";"519";"486";"-";3539905
"Pompéia";"2013";"11456";"1,78";"7070";"2,88";"50";"334";"315";"2346";"1339";"2";3540002
"Pompéia";"2014";"11907";"1,72";"7410";"2,77";"54";"348";"203";"2476";"1413";"3";3540002
"Pompéia";"2015";"12364";"1,67";"7654";"2,7";"53";"347";"242";"2585";"1480";"3";3540002
"Pompéia";"2016";"12760";"1,63";"7881";"2,64";"53";"354";"266";"2660";"1543";"3";3540002
"Pompéia";"2017";"13285";"1,57";"8187";"2,55";"52";"364";"275";"2733";"1671";"3";3540002
"Pongaí";"2013";"1924";"1,78";"1308";"2,62";"18";"75";"60";"232";"230";"1";3540101
"Pongaí";"2014";"2008";"1,7";"1358";"2,51";"19";"79";"66";"241";"244";"1";3540101
"Pongaí";"2015";"2088";"1,63";"1415";"2,4";"21";"82";"69";"236";"264";"1";3540101
"Pongaí";"2016";"2130";"1,59";"1436";"2,36";"20";"79";"77";"242";"275";"1";3540101
"Pongaí";"2017";"2191";"1,54";"1462";"2,31";"20";"75";"82";"250";"301";"1";3540101
"Pontal";"2013";"16546";"2,61";"9001";"4,8";"533";"1168";"957";"3250";"1634";"3";3540200
"Pontal";"2014";"17375";"2,55";"9498";"4,66";"528";"1163";"1010";"3442";"1730";"4";3540200
"Pontal";"2015";"17919";"2,53";"9869";"4,59";"525";"1172";"1054";"3546";"1749";"4";3540200
"Pontal";"2016";"18660";"2,47";"10235";"4,5";"558";"1205";"1193";"3636";"1829";"4";3540200
"Pontal";"2017";"19544";"2,4";"10710";"4,38";"576";"1262";"1287";"3735";"1971";"3";3540200
"Pontalinda";"2013";"1348";"3,12";"776";"5,42";"26";"33";"33";"364";"116";"-";3540259
"Pontalinda";"2014";"1466";"2,9";"853";"4,98";"28";"37";"36";"378";"134";"-";3540259
"Pontalinda";"2015";"1561";"2,75";"895";"4,8";"30";"41";"38";"402";"155";"-";3540259
"Pontalinda";"2016";"1632";"2,66";"947";"4,58";"30";"41";"47";"413";"154";"-";3540259
"Pontalinda";"2017";"1723";"2,54";"1010";"4,33";"31";"45";"49";"414";"174";"-";3540259
"Pontes Gestal";"2013";"1477";"1,71";"796";"3,16";"31";"135";"170";"179";"166";"-";3540309
"Pontes Gestal";"2014";"1557";"1,62";"837";"3,01";"30";"143";"180";"188";"179";"-";3540309
"Pontes Gestal";"2015";"1578";"1,6";"866";"2,91";"31";"128";"165";"195";"193";"-";3540309
"Pontes Gestal";"2016";"1639";"1,54";"896";"2,81";"31";"141";"163";"208";"200";"-";3540309
