"Localidades";"Períodos";"Valor Adicionado Total (Em mil reais correntes)";"Valor Adicionado da Administração Pública (Em mil reais correntes)";"Valor Adicionado na Indústria (Em mil reais correntes)";"Valor Adicionado dos Serviços (Em mil reais correntes)";"Valor Adicionado da Agropecuária (Em mil reais correntes)";"Impostos sobre Produtos Líquidos de Subsídios (Em mil reais correntes)";"Participação da Administração Pública no Total do Valor Adicionado (Em %)";"Participação da Indústria no Total do Valor Adicionado (Em %)";"Participação dos Serviços no Total do Valor Adicionado (Em %)";"Participação da Agropecuária no Total do Valor Adicionado (Em %)";"Cód. IBGE"
"Cruzeiro";"2011";"1383215,06";"204936,28";"505864,93";"872009,49";"5340,64";"263462,72";"14,82";"36,57";"63,04";"0,39";3513405
"Cruzeiro";"2012";"1345958,62";"210464,51";"431271,75";"909540,89";"5145,98";"200596,37";"15,64";"32,04";"67,58";"0,38";3513405
"Cruzeiro";"2013";"1701761,91";"252402,15";"607078,37";"1086175,09";"8508,45";"262586,89";"14,83";"35,67";"63,83";"0,5";3513405
"Cruzeiro";"2014";"1890365,7";"263894,18";"702817,15";"1179725,28";"7823,27";"251021,98";"13,96";"37,18";"62,41";"0,41";3513405
"Cruzeiro";"2015";"1870905,56";"284280,46";"649993,55";"1215346,2";"5565,81";"231035,25";"15,19";"34,74";"64,96";"0,3";3513405
"Cubatão";"2011";"5612382,65";"539198,66";"2274746,11";"3337251,97";"384,57";"1732226,18";"9,61";"40,53";"59,46";"0,01";3513504
"Cubatão";"2012";"4089916,72";"644432,37";"320373,48";"3769093,69";"449,55";"1904619,87";"15,76";"7,83";"92,16";"0,01";3513504
"Cubatão";"2013";"4422704,5";"659048,14";"336557,99";"4085590,45";"556,05";"1935934,87";"14,9";"7,61";"92,38";"0,01";3513504
"Cubatão";"2014";"6905661,32";"745072,81";"1342275,82";"5562788,54";"596,96";"2398461,98";"10,79";"19,44";"80,55";"0,01";3513504
"Cubatão";"2015";"13246284,08";"841737,11";"7600071,69";"5645501,06";"711,33";"2433725,97";"6,35";"57,38";"42,62";"0,01";3513504
"Cunha";"2011";"116688,09";"50667,93";"4820,96";"98453,03";"13414,11";"4623,44";"43,42";"4,13";"84,37";"11,5";3513603
"Cunha";"2012";"135462,86";"55924,36";"5878,33";"111287,51";"18297,01";"4494,25";"41,28";"4,34";"82,15";"13,51";3513603
"Cunha";"2013";"163292,59";"64270,97";"6973,01";"130413,06";"25906,52";"4854,76";"39,36";"4,27";"79,86";"15,87";3513603
"Cunha";"2014";"175157,02";"68287,54";"7709,86";"144778,24";"22668,92";"5195,22";"38,99";"4,4";"82,66";"12,94";3513603
"Cunha";"2015";"191004,28";"73130,08";"11213,33";"156744,81";"23046,14";"6265,3";"38,29";"5,87";"82,06";"12,07";3513603
"Descalvado";"2011";"782219,91";"91249,96";"288243,36";"400533,41";"93443,14";"111383,49";"11,67";"36,85";"51,2";"11,95";3513702
"Descalvado";"2012";"815301,93";"99140,56";"313098,86";"436260,2";"65942,87";"122109,01";"12,16";"38,4";"53,51";"8,09";3513702
"Descalvado";"2013";"897871,51";"116723,48";"312653,4";"510786,5";"74431,61";"143613,06";"13";"34,82";"56,89";"8,29";3513702
"Descalvado";"2014";"967969,86";"123672";"328627,8";"564575,46";"74766,6";"161226,47";"12,78";"33,95";"58,33";"7,72";3513702
"Descalvado";"2015";"1034943,76";"126329,48";"342628,14";"632076,46";"60239,16";"185050,34";"12,21";"33,11";"61,07";"5,82";3513702
"Diadema";"2011";"9555057,76";"1032572,78";"4110979,17";"5443751,7";"326,88";"2108216,16";"10,81";"43,02";"56,97";"0";3513801
"Diadema";"2012";"9747806,55";"1154342,02";"3873810,72";"5873613,71";"382,12";"2250479,9";"11,84";"39,74";"60,26";"0";3513801
"Diadema";"2013";"10754756,03";"1357639,55";"4058724,09";"6695559,3";"472,65";"2486716,19";"12,62";"37,74";"62,26";"0";3513801
"Diadema";"2014";"11462535,32";"1447577,91";"4026400,14";"7435627,77";"507,42";"2447981,56";"12,63";"35,13";"64,87";"0";3513801
"Diadema";"2015";"11414652,29";"1521802,86";"3851909,02";"7562138,64";"604,63";"2439917,82";"13,33";"33,75";"66,25";"0,01";3513801
"Dirce Reis";"2011";"27713,85";"7126,25";"10007,08";"14146,85";"3559,93";"3585,57";"25,71";"36,11";"51,05";"12,85";3513850
"Dirce Reis";"2012";"30330,93";"7932,63";"11706,46";"15638,27";"2986,21";"4308,35";"26,15";"38,6";"51,56";"9,85";3513850
"Dirce Reis";"2013";"38641,21";"9399,35";"12205,19";"19041,41";"7394,61";"4304,41";"24,32";"31,59";"49,28";"19,14";3513850
"Dirce Reis";"2014";"40439,31";"10386,27";"12702,38";"21332,88";"6404,05";"4018,55";"25,68";"31,41";"52,75";"15,84";3513850
"Dirce Reis";"2015";"41592,98";"11018,76";"13482,39";"22535,77";"5574,82";"4292,67";"26,49";"32,42";"54,18";"13,4";3513850
"Divinolândia";"2011";"119961,73";"29051,89";"8255,51";"98644,57";"13061,65";"4836,97";"24,22";"6,88";"82,23";"10,89";3513900
"Divinolândia";"2012";"178616,37";"30647,06";"10319,87";"133049,05";"35247,45";"4997,5";"17,16";"5,78";"74,49";"19,73";3513900
"Divinolândia";"2013";"197398,02";"36228,43";"11403,31";"160042,43";"25952,27";"6564,34";"18,35";"5,78";"81,08";"13,15";3513900
"Divinolândia";"2014";"236979,07";"37527,14";"11786,64";"182005,58";"43186,85";"7231,07";"15,84";"4,97";"76,8";"18,22";3513900
"Divinolândia";"2015";"247565,4";"40974,39";"12187,59";"196819,53";"38558,29";"10905,71";"16,55";"4,92";"79,5";"15,57";3513900
"Dobrada";"2011";"61616,23";"20472,12";"3538,64";"44494,12";"13583,47";"2742,65";"33,23";"5,74";"72,21";"22,05";3514007
"Dobrada";"2012";"61755,45";"22487,66";"3148,51";"44802,08";"13804,85";"3181,76";"36,41";"5,1";"72,55";"22,35";3514007
"Dobrada";"2013";"79536,23";"26134,91";"3954,74";"52120,6";"23460,89";"3084,98";"32,86";"4,97";"65,53";"29,5";3514007
"Dobrada";"2014";"74718,06";"28220,88";"4227,2";"55396,04";"15094,82";"3266,7";"37,77";"5,66";"74,14";"20,2";3514007
"Dobrada";"2015";"84243,29";"30969,4";"6383,76";"60271,48";"17588,04";"4023,55";"36,76";"7,58";"71,54";"20,88";3514007
"Dois Córregos";"2011";"470789,89";"64456,67";"120494,47";"243070,97";"107224,46";"42273,61";"13,69";"25,59";"51,63";"22,78";3514106
"Dois Córregos";"2012";"493175,57";"71423,68";"121973,19";"269096,44";"102105,94";"43828,44";"14,48";"24,73";"54,56";"20,7";3514106
"Dois Córregos";"2013";"481594,88";"83065,71";"106810,25";"297186,07";"77598,57";"45130,85";"17,25";"22,18";"61,71";"16,11";3514106
"Dois Córregos";"2014";"526340,47";"87511,58";"117759,84";"328879,98";"79700,65";"48742,95";"16,63";"22,37";"62,48";"15,14";3514106
"Dois Córregos";"2015";"529576,79";"94382,6";"109181,48";"349432,13";"70963,18";"48895,17";"17,82";"20,62";"65,98";"13,4";3514106
"Dolcinópolis";"2011";"24286,07";"7702,22";"2557,83";"14871,68";"6856,57";"836,65";"31,71";"10,53";"61,24";"28,23";3514205
"Dolcinópolis";"2012";"27543,84";"8419,08";"2707,49";"16602,99";"8233,36";"847,9";"30,57";"9,83";"60,28";"29,89";3514205
"Dolcinópolis";"2013";"31159,56";"10470,89";"2666,54";"19699,04";"8793,98";"660,24";"33,6";"8,56";"63,22";"28,22";3514205
"Dolcinópolis";"2014";"30902,82";"11475,71";"2511";"21552,53";"6839,29";"824,78";"37,13";"8,13";"69,74";"22,13";3514205
"Dolcinópolis";"2015";"32598,39";"11782,44";"2617,06";"22556,14";"7425,2";"829,84";"36,14";"8,03";"69,19";"22,78";3514205
"Dourado";"2011";"174903,19";"23612,81";"35163,75";"117219,2";"22520,23";"24921,68";"13,5";"20,1";"67,02";"12,88";3514304
"Dourado";"2012";"190984,53";"25373,84";"55564,44";"112062,39";"23357,7";"34068,33";"13,29";"29,09";"58,68";"12,23";3514304
"Dourado";"2013";"242701,55";"28949,46";"70525,06";"146391,72";"25784,77";"48334,61";"11,93";"29,06";"60,32";"10,62";3514304
"Dourado";"2014";"315685,38";"30403,53";"73646,93";"220352,34";"21686,12";"60887,02";"9,63";"23,33";"69,8";"6,87";3514304
"Dourado";"2015";"496662,34";"34247,2";"80916,79";"400010,27";"15735,28";"138596,26";"6,9";"16,29";"80,54";"3,17";3514304
"Dracena";"2011";"713623,07";"105681,44";"95696,33";"585392,77";"32533,96";"77158,94";"14,81";"13,41";"82,03";"4,56";3514403
"Dracena";"2012";"783546,74";"115696,28";"97360,52";"651979,47";"34206,74";"81558,65";"14,77";"12,43";"83,21";"4,37";3514403
"Dracena";"2013";"929344,12";"134084,44";"102303,69";"778007,75";"49032,68";"94882,2";"14,43";"11,01";"83,72";"5,28";3514403
"Dracena";"2014";"999162,19";"144075,13";"105363,95";"858527,82";"35270,42";"96035,27";"14,42";"10,55";"85,92";"3,53";3514403
"Dracena";"2015";"979906,29";"156074,16";"102250,24";"843841,16";"33814,89";"82352,07";"15,93";"10,43";"86,11";"3,45";3514403
"Duartina";"2011";"134087,99";"32929,86";"23371,99";"99941,54";"10774,46";"8481,21";"24,56";"17,43";"74,53";"8,04";3514502
"Duartina";"2012";"146491,49";"36722,53";"21185,14";"112405,12";"12901,23";"10307,09";"25,07";"14,46";"76,73";"8,81";3514502
"Duartina";"2013";"174756,96";"41746,51";"24173,01";"130693,59";"19890,36";"9121,3";"23,89";"13,83";"74,79";"11,38";3514502
"Duartina";"2014";"190220,72";"44090,5";"25202,65";"145597,66";"19420,41";"9037,97";"23,18";"13,25";"76,54";"10,21";3514502
"Duartina";"2015";"192234,89";"47478,82";"28793,5";"152831,43";"10609,96";"10231,98";"24,7";"14,98";"79,5";"5,52";3514502
"Dumont";"2011";"110364,72";"23523,49";"20819,16";"64935,99";"24609,56";"9266,52";"21,31";"18,86";"58,84";"22,3";3514601
"Dumont";"2012";"133297,18";"25376,27";"35045,77";"76495,77";"21755,64";"11752";"19,04";"26,29";"57,39";"16,32";3514601
"Dumont";"2013";"145043,64";"29314,62";"34446,18";"88794,97";"21802,5";"13232,66";"20,21";"23,75";"61,22";"15,03";3514601
"Dumont";"2014";"153576,41";"30365,1";"37013,18";"95238,28";"21324,95";"13098";"19,77";"24,1";"62,01";"13,89";3514601
"Dumont";"2015";"166675,36";"32146,22";"46036,86";"105038,08";"15600,42";"18741,13";"19,29";"27,62";"63,02";"9,36";3514601
"Echaporã";"2011";"89951,23";"18189,88";"4811,42";"45115,06";"40024,76";"2438,97";"20,22";"5,35";"50,16";"44,5";3514700
"Echaporã";"2012";"91497,81";"19442,15";"4658,27";"50196,16";"36643,38";"2804,19";"21,25";"5,09";"54,86";"40,05";3514700
"Echaporã";"2013";"110410,3";"22385,69";"6225,3";"59428,22";"44756,78";"2792,45";"20,27";"5,64";"53,82";"40,54";3514700
"Echaporã";"2014";"102783,46";"23868,25";"5419,38";"59692,04";"37672,04";"3674,08";"23,22";"5,27";"58,08";"36,65";3514700
"Echaporã";"2015";"109609,64";"25874,12";"6516,98";"64429,12";"38663,54";"4113,99";"23,61";"5,95";"58,78";"35,27";3514700
"Eldorado";"2011";"170549,66";"39473,06";"8038,35";"86948,26";"75563,05";"4666,22";"23,14";"4,71";"50,98";"44,31";3514809
"Eldorado";"2012";"208700,08";"42788,29";"9950,48";"91282,03";"107467,56";"5227,73";"20,5";"4,77";"43,74";"51,49";3514809
"Eldorado";"2013";"168670,48";"48950,28";"10518,79";"97758,19";"60393,5";"4838,94";"29,02";"6,24";"57,96";"35,81";3514809
"Eldorado";"2014";"184442,37";"52451,05";"8760,49";"108671,95";"67009,93";"4954,59";"28,44";"4,75";"58,92";"36,33";3514809
"Eldorado";"2015";"180614,98";"57306,63";"8359,06";"116457,45";"55798,48";"5800,46";"31,73";"4,63";"64,48";"30,89";3514809
"Elias Fausto";"2011";"365043,77";"45863,33";"160509,54";"161784,91";"42749,32";"64886,74";"12,56";"43,97";"44,32";"11,71";3514908
"Elias Fausto";"2012";"366798,18";"51430,74";"136762,36";"175205,87";"54829,95";"59886,2";"14,02";"37,29";"47,77";"14,95";3514908
"Elias Fausto";"2013";"417878,41";"58728,76";"150263,35";"195830,7";"71784,36";"57017,22";"14,05";"35,96";"46,86";"17,18";3514908
"Elias Fausto";"2014";"451535,73";"62345,56";"154445,23";"220203,41";"76887,09";"58784,37";"13,81";"34,2";"48,77";"17,03";3514908
"Elias Fausto";"2015";"488510,66";"66319,48";"163675,23";"249104,93";"75730,49";"67505,84";"13,58";"33,5";"50,99";"15,5";3514908
"Elisiário";"2011";"40474,5";"10208,53";"2925,42";"26065,04";"11484,04";"2210,79";"25,22";"7,23";"64,4";"28,37";3514924
"Elisiário";"2012";"48377,23";"11224,75";"4153,79";"28735,55";"15487,9";"2278,43";"23,2";"8,59";"59,4";"32,01";3514924
"Elisiário";"2013";"52725,16";"13386";"3615,17";"32599,96";"16510,04";"2483,49";"25,39";"6,86";"61,83";"31,31";3514924
"Elisiário";"2014";"51733,02";"15061,98";"3549,09";"35256,56";"12927,36";"2676,81";"29,11";"6,86";"68,15";"24,99";3514924
"Elisiário";"2015";"53261,47";"16171,27";"5591,31";"36469,85";"11200,31";"2793,2";"30,36";"10,5";"68,47";"21,03";3514924
"Embaúba";"2011";"35420,18";"8810,82";"2667,95";"18194,37";"14557,86";"681,16";"24,88";"7,53";"51,37";"41,1";3514957
"Embaúba";"2012";"32665,77";"10433,63";"3367,95";"19591,88";"9705,94";"799,53";"31,94";"10,31";"59,98";"29,71";3514957
"Embaúba";"2013";"41299,64";"11643,69";"4472,6";"22488,49";"14338,55";"753,29";"28,19";"10,83";"54,45";"34,72";3514957
"Embaúba";"2014";"45773,58";"12967,23";"5808,29";"25453,89";"14511,41";"1069,09";"28,33";"12,69";"55,61";"31,7";3514957
"Embaúba";"2015";"43242,92";"13626,75";"5126,12";"25755,53";"12361,27";"1142,97";"31,51";"11,85";"59,56";"28,59";3514957
"Embu das Artes";"2011";"4374101,39";"557662,41";"1125280,08";"3248705,94";"115,37";"803188,84";"12,75";"25,73";"74,27";"0";3515004
"Embu das Artes";"2012";"5009722,28";"607166,98";"1186903,51";"3822683,9";"134,87";"930747,96";"12,12";"23,69";"76,31";"0";3515004
"Embu das Artes";"2013";"5900072,41";"716033,91";"1378412,52";"4521493,08";"166,82";"1249998,14";"12,14";"23,36";"76,63";"0";3515004
"Embu das Artes";"2014";"6059972,21";"753922,37";"1394995,2";"4664797,92";"179,09";"1352804,37";"12,44";"23,02";"76,98";"0";3515004
"Embu das Artes";"2015";"7489263,3";"821143,18";"1414243,52";"6074806,38";"213,4";"1914657";"10,96";"18,88";"81,11";"0";3515004
"Embu-Guaçu";"2011";"615105,16";"159701,23";"192147,83";"422276,21";"681,11";"93841,68";"25,96";"31,24";"68,65";"0,11";3515103
"Embu-Guaçu";"2012";"657953,22";"170343,16";"194198,69";"463043,8";"710,73";"105615,95";"25,89";"29,52";"70,38";"0,11";3515103
"Embu-Guaçu";"2013";"754752,95";"196177,37";"203972,18";"549567,37";"1213,4";"118034,28";"25,99";"27,03";"72,81";"0,16";3515103
"Embu-Guaçu";"2014";"824678,23";"207475,46";"215284,21";"607768,28";"1625,74";"123417,14";"25,16";"26,11";"73,7";"0,2";3515103
"Embu-Guaçu";"2015";"879654,01";"231376,08";"214105,77";"663715,06";"1833,18";"122189,82";"26,3";"24,34";"75,45";"0,21";3515103
"Emilianópolis";"2011";"37190,27";"11579,12";"2443,37";"21484,57";"13262,33";"1085,5";"31,13";"6,57";"57,77";"35,66";3515129
"Emilianópolis";"2012";"40497,56";"12734,86";"2800,92";"24281,36";"13415,28";"1234,18";"31,45";"6,92";"59,96";"33,13";3515129
"Emilianópolis";"2013";"41587,08";"14537,6";"2923,41";"26544,35";"12119,32";"1023,71";"34,96";"7,03";"63,83";"29,14";3515129
"Emilianópolis";"2014";"46053,47";"15445,29";"2975,82";"29116,62";"13961,02";"1055,97";"33,54";"6,46";"63,22";"30,31";3515129
"Emilianópolis";"2015";"48447,8";"16442,22";"3192,42";"31151,83";"14103,55";"1265,27";"33,94";"6,59";"64,3";"29,11";3515129
"Engenheiro Coelho";"2011";"302749,95";"44686,99";"112197,35";"171235,42";"19317,19";"36164,27";"14,76";"37,06";"56,56";"6,38";3515152
"Engenheiro Coelho";"2012";"319803,26";"49044,14";"119841,5";"191272,33";"8689,43";"41384,68";"15,34";"37,47";"59,81";"2,72";3515152
"Engenheiro Coelho";"2013";"310284,06";"56287,52";"88755,04";"209867,19";"11661,84";"39622,96";"18,14";"28,6";"67,64";"3,76";3515152
"Engenheiro Coelho";"2014";"326953,67";"62943,42";"72812,84";"236771,54";"17369,29";"36295,2";"19,25";"22,27";"72,42";"5,31";3515152
"Engenheiro Coelho";"2015";"336538";"67789,02";"61027,69";"259940,74";"15569,57";"36558,78";"20,14";"18,13";"77,24";"4,63";3515152
"Espírito Santo do Pinhal";"2011";"851706,67";"103702,51";"261681,58";"518470,12";"71554,97";"75305,76";"12,18";"30,72";"60,87";"8,4";3515186
"Espírito Santo do Pinhal";"2012";"1006920,53";"112572,59";"327777,53";"587556,68";"91586,32";"93002,79";"11,18";"32,55";"58,35";"9,1";3515186
"Espírito Santo do Pinhal";"2013";"1041473,07";"126595,69";"314187,22";"666417,38";"60868,48";"106703,46";"12,16";"30,17";"63,99";"5,84";3515186
"Espírito Santo do Pinhal";"2014";"1077779,84";"134923,02";"289460,82";"694751,46";"93567,56";"101512,26";"12,52";"26,86";"64,46";"8,68";3515186
"Espírito Santo do Pinhal";"2015";"1156403,04";"146350,15";"296584,79";"766693,09";"93125,16";"117657,29";"12,66";"25,65";"66,3";"8,05";3515186
"Espírito Santo do Turvo";"2011";"62856,62";"14757,07";"17527,82";"33095,55";"12233,26";"5493,89";"23,48";"27,89";"52,65";"19,46";3515194
"Espírito Santo do Turvo";"2012";"64009,52";"16152,67";"15797,88";"37838,65";"10372,99";"6688,71";"25,23";"24,68";"59,11";"16,21";3515194
"Espírito Santo do Turvo";"2013";"77537,29";"19667,96";"20988,94";"43081,68";"13466,68";"6133,43";"25,37";"27,07";"55,56";"17,37";3515194
"Espírito Santo do Turvo";"2014";"89618,99";"19139,3";"23860,34";"46309,44";"19449,21";"6448,2";"21,36";"26,62";"51,67";"21,7";3515194
"Espírito Santo do Turvo";"2015";"55557,61";"20441,9";"5428,65";"39366,21";"10762,76";"2798,17";"36,79";"9,77";"70,86";"19,37";3515194
"Estiva Gerbi";"2011";"189398,19";"30212,94";"86020,54";"84245,63";"19132,03";"17395,57";"15,95";"45,42";"44,48";"10,1";3557303
"Estiva Gerbi";"2012";"170363,77";"33172,68";"68959,27";"87386,87";"14017,64";"15815,88";"19,47";"40,48";"51,29";"8,23";3557303
"Estiva Gerbi";"2013";"193458,75";"39313,86";"66068,67";"101867,6";"25522,48";"17154,73";"20,32";"34,15";"52,66";"13,19";3557303
"Estiva Gerbi";"2014";"230669,19";"41591,27";"78276,53";"113332,56";"39060,1";"18410,79";"18,03";"33,93";"49,13";"16,93";3557303
"Estiva Gerbi";"2015";"236599,15";"44967,48";"76401,37";"122125,64";"38072,14";"19518,12";"19,01";"32,29";"51,62";"16,09";3557303
"Estrela d'Oeste";"2011";"235594,72";"24086,09";"110033,03";"103720,24";"21841,45";"26486,12";"10,22";"46,7";"44,02";"9,27";3515202
"Estrela d'Oeste";"2012";"325932,75";"26490,92";"179465,04";"128634,31";"17833,4";"38363,55";"8,13";"55,06";"39,47";"5,47";3515202
"Estrela d'Oeste";"2013";"373597,38";"29039,52";"201135,16";"155898,18";"16564,04";"48837,42";"7,77";"53,84";"41,73";"4,43";3515202
"Estrela d'Oeste";"2014";"405606,35";"26373,79";"210753,89";"170366,41";"24486,05";"49153,18";"6,5";"51,96";"42";"6,04";3515202
"Estrela d'Oeste";"2015";"441019,18";"31758,72";"225085,15";"191466,81";"24467,22";"53465,35";"7,2";"51,04";"43,41";"5,55";3515202
"Estrela do Norte";"2011";"39715,31";"10876,43";"3606,33";"20060,99";"16047,99";"1062,45";"27,39";"9,08";"50,51";"40,41";3515301
"Estrela do Norte";"2012";"41156,93";"11768,09";"2643,5";"22109,45";"16403,98";"1144,22";"28,59";"6,42";"53,72";"39,86";3515301
"Estrela do Norte";"2013";"48669,02";"13217,59";"2750,8";"29287,29";"16630,93";"1873,83";"27,16";"5,65";"60,18";"34,17";3515301
"Estrela do Norte";"2014";"48482,21";"14519,42";"2569,51";"31219,07";"14693,63";"1859,89";"29,95";"5,3";"64,39";"30,31";3515301
"Estrela do Norte";"2015";"49036,75";"15313,43";"2418,09";"32557,29";"14061,37";"1991,21";"31,23";"4,93";"66,39";"28,68";3515301
"Euclides da Cunha Paulista";"2011";"63041,39";"25865,25";"4149,15";"45452,51";"13439,73";"2390,38";"41,03";"6,58";"72,1";"21,32";3515350
"Euclides da Cunha Paulista";"2012";"73670,55";"27926,81";"4876,72";"51824,32";"16969,51";"2655,69";"37,91";"6,62";"70,35";"23,03";3515350
"Euclides da Cunha Paulista";"2013";"93564,02";"31894,56";"6382,67";"62615,68";"24565,67";"3099,02";"34,09";"6,82";"66,92";"26,26";3515350
"Euclides da Cunha Paulista";"2014";"100737,26";"33492,72";"5725,46";"68196,66";"26815,14";"3328,24";"33,25";"5,68";"67,7";"26,62";3515350
"Euclides da Cunha Paulista";"2015";"106272,33";"36603,14";"8074,92";"72671,28";"25526,13";"3767,68";"34,44";"7,6";"68,38";"24,02";3515350
"Fartura";"2011";"178465,2";"40106,54";"23519,3";"128556,84";"26389,07";"8010,73";"22,47";"13,18";"72,03";"14,79";3515400
"Fartura";"2012";"215248,4";"43837,63";"31235,03";"147198,87";"36814,51";"10099,44";"20,37";"14,51";"68,39";"17,1";3515400
"Fartura";"2013";"247534,95";"49285,77";"38456,18";"168844,65";"40234,12";"10966,13";"19,91";"15,54";"68,21";"16,25";3515400
"Fartura";"2014";"296535,22";"53059,93";"45798,09";"203808,28";"46928,86";"14791,8";"17,89";"15,44";"68,73";"15,83";3515400
"Fartura";"2015";"303018,29";"58864,27";"45041,25";"211622,31";"46354,73";"16217,29";"19,43";"14,86";"69,84";"15,3";3515400
"Fernando Prestes";"2011";"96461,19";"16218,28";"11334,08";"52563,67";"32563,43";"8601,39";"16,81";"11,75";"54,49";"33,76";3515608
"Fernando Prestes";"2012";"104502,65";"18486,72";"12354,74";"54299,5";"37848,41";"8826,42";"17,69";"11,82";"51,96";"36,22";3515608
"Fernando Prestes";"2013";"124366,18";"22134,41";"12889,23";"64020,85";"47456,11";"8800,97";"17,8";"10,36";"51,48";"38,16";3515608
"Fernando Prestes";"2014";"121487,92";"22820,54";"11948,13";"67940,49";"41599,3";"6790,98";"18,78";"9,83";"55,92";"34,24";3515608
"Fernando Prestes";"2015";"124850,7";"23188,73";"12538,87";"70699,77";"41612,06";"7075,44";"18,57";"10,04";"56,63";"33,33";3515608
"Fernandópolis";"2011";"1091538,69";"161664,03";"191755,5";"861253,43";"38529,76";"106382,87";"14,81";"17,57";"78,9";"3,53";3515509
"Fernandópolis";"2012";"1250035,29";"176639,32";"204909,69";"993985,1";"51140,5";"119279";"14,13";"16,39";"79,52";"4,09";3515509
"Fernandópolis";"2013";"1456945,84";"205784,56";"249817,06";"1154663,7";"52465,08";"131245,02";"14,12";"17,15";"79,25";"3,6";3515509
"Fernandópolis";"2014";"1550980,56";"219367,87";"238706,06";"1257607,2";"54667,3";"135225,62";"14,14";"15,39";"81,08";"3,52";3515509
"Fernandópolis";"2015";"1552565,46";"234564,25";"234032,76";"1266617,55";"51915,15";"130447,95";"15,11";"15,07";"81,58";"3,34";3515509
"Fernão";"2011";"24320,91";"6749,95";"1156,73";"12521,12";"10643,07";"538,89";"27,75";"4,76";"51,48";"43,76";3515657
"Fernão";"2012";"25940,47";"7421,02";"1259,67";"13971,47";"10709,33";"569,48";"28,61";"4,86";"53,86";"41,28";3515657
"Fernão";"2013";"34282,6";"8403,88";"1877,45";"16108,73";"16296,41";"947,01";"24,51";"5,48";"46,99";"47,54";3515657
"Fernão";"2014";"45002,72";"9296,18";"3305,01";"19019,64";"22678,07";"1271,89";"20,66";"7,34";"42,26";"50,39";3515657
"Fernão";"2015";"46071,89";"10446,7";"3163,51";"20508,25";"22400,13";"1448,16";"22,67";"6,87";"44,51";"48,62";3515657
