"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"Pacaembu";"2016";"16981";"271";"2649";"1949";"7425";"4688";3534906
"Pacaembu";"2017";"18083";"270";"2740";"2189";"7879";"5006";3534906
"Palestina";"2013";"18739";"1211";"1762";"5579";"8001";"2186";3535002
"Palestina";"2014";"19911";"1145";"2005";"5959";"8525";"2278";3535002
"Palestina";"2015";"19310";"1710";"2300";"5062";"8105";"2134";3535002
"Palestina";"2016";"19182";"1713";"1861";"5578";"7838";"2192";3535002
"Palestina";"2017";"19681";"1737";"1720";"5701";"8269";"2255";3535002
"Palmares Paulista";"2013";"10785";"118";"2030";"256";"6993";"1389";3535101
"Palmares Paulista";"2014";"10871";"109";"1925";"270";"7106";"1463";3535101
"Palmares Paulista";"2015";"10312";"113";"1794";"221";"6788";"1396";3535101
"Palmares Paulista";"2016";"10395";"108";"1733";"231";"6904";"1418";3535101
"Palmares Paulista";"2017";"10787";"114";"1637";"246";"7307";"1484";3535101
"Palmeira d'Oeste";"2013";"14773";"193";"2727";"4120";"5792";"1941";3535200
"Palmeira d'Oeste";"2014";"16019";"209";"2974";"4641";"6217";"1978";3535200
"Palmeira d'Oeste";"2015";"15157";"143";"2981";"3980";"6139";"1914";3535200
"Palmeira d'Oeste";"2016";"15412";"136";"2837";"4285";"6221";"1933";3535200
"Palmeira d'Oeste";"2017";"16447";"162";"2963";"4651";"6707";"1963";3535200
"Palmital";"2013";"60991";"24835";"7927";"6908";"15609";"5712";3535309
"Palmital";"2014";"83056";"44467";"8484";"7499";"16424";"6182";3535309
"Palmital";"2015";"86948";"48801";"7928";"7640";"16297";"6282";3535309
"Palmital";"2016";"88921";"49987";"8032";"8046";"16889";"5966";3535309
"Palmital";"2017";"86748";"47837";"8160";"7735";"17079";"5935";3535309
"Panorama";"2013";"51327";"30163";"4775";"1172";"11494";"3723";3535408
"Panorama";"2014";"49937";"26806";"5462";"1239";"12221";"4208";3535408
"Panorama";"2015";"44045";"21678";"5146";"1095";"11679";"4448";3535408
"Panorama";"2016";"39827";"18066";"5121";"1055";"11159";"4427";3535408
"Panorama";"2017";"42212";"19234";"5037";"1183";"12010";"4749";3535408
"Paraguaçu Paulista";"2013";"73860";"16751";"11040";"5786";"28920";"11363";3535507
"Paraguaçu Paulista";"2014";"77927";"18660";"11725";"5870";"30441";"11232";3535507
"Paraguaçu Paulista";"2015";"72467";"14344";"11762";"5533";"30037";"10791";3535507
"Paraguaçu Paulista";"2016";"70020";"12298";"11889";"5249";"30365";"10219";3535507
"Paraguaçu Paulista";"2017";"69943";"11111";"11814";"5758";"31155";"10105";3535507
"Paraibuna";"2013";"28073";"96";"2386";"16733";"6073";"2786";3535606
"Paraibuna";"2014";"28594";"95";"2636";"17330";"6236";"2296";3535606
"Paraibuna";"2015";"26075";"115";"2653";"15216";"5839";"2254";3535606
"Paraibuna";"2016";"25363";"120";"2454";"14760";"5756";"2272";3535606
"Paraibuna";"2017";"26186";"113";"2539";"14982";"6152";"2400";3535606
"Paraíso";"2013";"11298";"2140";"1466";"1625";"4571";"1495";3535705
"Paraíso";"2014";"12308";"2359";"1547";"1826";"5060";"1517";3535705
"Paraíso";"2015";"12299";"2850";"1480";"1717";"4785";"1467";3535705
"Paraíso";"2016";"12244";"3190";"1090";"1683";"4765";"1517";3535705
"Paraíso";"2017";"12524";"3234";"1094";"1783";"4905";"1508";3535705
"Paranapanema";"2013";"39363";"145";"1711";"29806";"5324";"2376";3535804
"Paranapanema";"2014";"47174";"138";"1684";"37362";"5570";"2419";3535804
"Paranapanema";"2015";"42643";"133";"1544";"33203";"5457";"2306";3535804
"Paranapanema";"2016";"44778";"133";"1501";"35358";"5511";"2275";3535804
"Paranapanema";"2017";"42840";"130";"1517";"33109";"5741";"2344";3535804
"Paranapuã";"2013";"7467";"69";"661";"3446";"2499";"792";3535903
"Paranapuã";"2014";"8607";"74";"770";"4259";"2677";"828";3535903
"Paranapuã";"2015";"7659";"66";"803";"3280";"2657";"853";3535903
"Paranapuã";"2016";"8560";"51";"758";"4225";"2669";"857";3535903
"Paranapuã";"2017";"8510";"56";"843";"3740";"2916";"955";3535903
"Parapuã";"2013";"14639";"1712";"2998";"722";"6626";"2581";3536000
"Parapuã";"2014";"15456";"1652";"3342";"769";"7071";"2622";3536000
"Parapuã";"2015";"15250";"1643";"3239";"659";"6969";"2741";3536000
"Parapuã";"2016";"15124";"1598";"3167";"645";"7042";"2672";3536000
"Parapuã";"2017";"15324";"1564";"3205";"633";"7174";"2747";3536000
"Pardinho";"2013";"19426";"4242";"6229";"2242";"4512";"2201";3536109
"Pardinho";"2014";"20864";"4756";"6491";"2383";"4978";"2256";3536109
"Pardinho";"2015";"20471";"4920";"5876";"2245";"5056";"2374";3536109
"Pardinho";"2016";"20559";"4705";"5780";"2507";"5323";"2243";3536109
"Pardinho";"2017";"21415";"4959";"5735";"2637";"5738";"2346";3536109
"Pariquera-Açu";"2013";"25380";"1291";"6848";"2383";"10774";"4084";3536208
"Pariquera-Açu";"2014";"26551";"1349";"6968";"2487";"11472";"4275";3536208
"Pariquera-Açu";"2015";"26367";"1207";"7090";"2434";"11285";"4352";3536208
"Pariquera-Açu";"2016";"26629";"1002";"7277";"2390";"11451";"4509";3536208
"Pariquera-Açu";"2017";"27122";"1046";"6936";"2477";"12132";"4530";3536208
"Parisi";"2013";"4008";"624";"236";"1333";"1278";"536";3536257
"Parisi";"2014";"4271";"503";"272";"1572";"1405";"519";3536257
"Parisi";"2015";"4219";"419";"294";"1496";"1458";"552";3536257
"Parisi";"2016";"4379";"480";"313";"1514";"1527";"545";3536257
"Parisi";"2017";"4683";"480";"314";"1571";"1726";"592";3536257
"Patrocínio Paulista";"2013";"44196";"24134";"2729";"4842";"9368";"3122";3536307
"Patrocínio Paulista";"2014";"48105";"26399";"2991";"5520";"9975";"3220";3536307
"Patrocínio Paulista";"2015";"48395";"27628";"3060";"5113";"9512";"3083";3536307
"Patrocínio Paulista";"2016";"49292";"28678";"3071";"4894";"9575";"3073";3536307
"Patrocínio Paulista";"2017";"51988";"30278";"3125";"5295";"10059";"3231";3536307
"Paulicéia";"2013";"19853";"8376";"1892";"1132";"6231";"2222";3536406
"Paulicéia";"2014";"20418";"7759";"2072";"1202";"6948";"2437";3536406
"Paulicéia";"2015";"18826";"5829";"2699";"1128";"6830";"2340";3536406
"Paulicéia";"2016";"18355";"5286";"3137";"986";"6618";"2328";3536406
"Paulicéia";"2017";"18967";"4648";"3263";"1041";"7457";"2559";3536406
"Paulínia";"2013";"980794";"750481";"65946";"3562";"89678";"71128";3536505
"Paulínia";"2014";"1005876";"756976";"71552";"3594";"97881";"75873";3536505
"Paulínia";"2015";"1030386";"785912";"71296";"3137";"98571";"71470";3536505
"Paulínia";"2016";"1050364";"807922";"67909";"3194";"99971";"71369";3536505
"Paulínia";"2017";"1106748";"860852";"67478";"3371";"104379";"70668";3536505
"Paulistânia";"2013";"2754";"774";"244";"326";"922";"489";3536570
"Paulistânia";"2014";"2450";"304";"248";"371";"981";"547";3536570
"Paulistânia";"2015";"3219";"15";"229";"1442";"969";"565";3536570
"Paulistânia";"2016";"3872";"15";"204";"2113";"975";"565";3536570
"Paulistânia";"2017";"3463";"17";"183";"1588";"1069";"607";3536570
"Paulo de Faria";"2013";"13795";"185";"2032";"4128";"5545";"1906";3536604
"Paulo de Faria";"2014";"14540";"225";"2065";"4695";"5659";"1896";3536604
"Paulo de Faria";"2015";"13577";"202";"1886";"4182";"5438";"1869";3536604
"Paulo de Faria";"2016";"13889";"153";"1817";"4821";"5270";"1828";3536604
"Paulo de Faria";"2017";"14029";"163";"1891";"4331";"5683";"1961";3536604
"Pederneiras";"2013";"232478";"164436";"17319";"4130";"32471";"14122";3536703
"Pederneiras";"2014";"232163";"162780";"16079";"4353";"35204";"13747";3536703
"Pederneiras";"2015";"222134";"153982";"16032";"3911";"34894";"13314";3536703
"Pederneiras";"2016";"216723";"149697";"15465";"3772";"34586";"13204";3536703
"Pederneiras";"2017";"217000";"149568";"15327";"3796";"34735";"13574";3536703
"Pedra Bela";"2013";"8879";"497";"1040";"4329";"2198";"815";3536802
"Pedra Bela";"2014";"9094";"729";"1095";"4192";"2277";"800";3536802
"Pedra Bela";"2015";"8650";"548";"1179";"3991";"2193";"739";3536802
"Pedra Bela";"2016";"9138";"502";"1137";"4311";"2257";"931";3536802
"Pedra Bela";"2017";"9538";"559";"1159";"4391";"2340";"1089";3536802
"Pedranópolis";"2013";"5171";"96";"392";"2605";"1423";"655";3536901
"Pedranópolis";"2014";"5445";"49";"369";"2905";"1475";"648";3536901
"Pedranópolis";"2015";"5017";"45";"366";"2540";"1417";"648";3536901
"Pedranópolis";"2016";"5428";"23";"431";"3014";"1374";"586";3536901
"Pedranópolis";"2017";"5515";"15";"414";"3020";"1462";"604";3536901
"Pedregulho";"2013";"24215";"666";"3509";"7451";"9289";"3301";3537008
"Pedregulho";"2014";"26193";"624";"3232";"8972";"9982";"3383";3537008
"Pedregulho";"2015";"24878";"616";"3138";"8053";"9851";"3220";3537008
"Pedregulho";"2016";"25177";"563";"2997";"8463";"9795";"3359";3537008
"Pedregulho";"2017";"25177";"545";"2865";"8433";"10035";"3300";3537008
"Pedreira";"2013";"202805";"134798";"18437";"2072";"36224";"11272";3537107
"Pedreira";"2014";"209842";"139070";"19593";"2009";"38032";"11139";3537107
"Pedreira";"2015";"198848";"129651";"19275";"1939";"37262";"10722";3537107
"Pedreira";"2016";"185768";"117490";"17773";"2040";"37556";"10909";3537107
"Pedreira";"2017";"197199";"128476";"17449";"2067";"38351";"10856";3537107
"Pedrinhas Paulista";"2013";"7490";"233";"2627";"1398";"2182";"1050";3537156
"Pedrinhas Paulista";"2014";"8039";"242";"2796";"1505";"2370";"1126";3537156
"Pedrinhas Paulista";"2015";"7799";"218";"2761";"1352";"2327";"1141";3537156
"Pedrinhas Paulista";"2016";"7523";"155";"2463";"1320";"2413";"1172";3537156
"Pedrinhas Paulista";"2017";"7882";"116";"2821";"1270";"2465";"1210";3537156
"Pedro de Toledo";"2013";"13100";"379";"1506";"3834";"5607";"1774";3537206
"Pedro de Toledo";"2014";"14075";"381";"1657";"4239";"6025";"1774";3537206
"Pedro de Toledo";"2015";"14492";"363";"1771";"4309";"6259";"1790";3537206
"Pedro de Toledo";"2016";"14757";"332";"1814";"4403";"6362";"1847";3537206
"Pedro de Toledo";"2017";"15613";"339";"1963";"4618";"6800";"1893";3537206
"Penápolis";"2013";"114959";"21078";"21870";"4764";"52951";"14296";3537305
"Penápolis";"2014";"125851";"25454";"22947";"5275";"57492";"14683";3537305
"Penápolis";"2015";"127986";"27076";"24524";"4784";"57058";"14544";3537305
"Penápolis";"2016";"129945";"30648";"22577";"4631";"57322";"14766";3537305
"Penápolis";"2017";"134476";"31240";"24078";"4752";"59275";"15131";3537305
"Pereira Barreto";"2013";"52058";"3568";"9065";"11930";"18931";"8564";3537404
"Pereira Barreto";"2014";"49724";"3788";"9143";"10552";"20376";"5864";3537404
"Pereira Barreto";"2015";"48638";"2237";"9584";"10592";"19857";"6368";3537404
"Pereira Barreto";"2016";"48428";"1836";"9408";"11035";"19699";"6451";3537404
"Pereira Barreto";"2017";"50059";"2136";"9317";"10828";"21024";"6754";3537404
"Pereiras";"2013";"33121";"3262";"1129";"22772";"4497";"1461";3537503
"Pereiras";"2014";"34709";"3132";"1234";"23777";"4721";"1846";3537503
"Pereiras";"2015";"34123";"2730";"1239";"23896";"4616";"1643";3537503
"Pereiras";"2016";"28303";"2910";"1259";"18087";"4490";"1557";3537503
"Pereiras";"2017";"29190";"2306";"1308";"18999";"4896";"1682";3537503
"Peruíbe";"2013";"119972";"969";"31483";"3538";"68380";"15603";3537602
"Peruíbe";"2014";"130923";"1136";"35149";"3665";"74189";"16784";3537602
"Peruíbe";"2015";"130936";"1068";"34203";"3357";"73662";"18646";3537602
"Peruíbe";"2016";"130184";"998";"31344";"3231";"72164";"22447";3537602
"Peruíbe";"2017";"140128";"975";"32992";"3222";"79289";"23650";3537602
"Piacatu";"2013";"7387";"303";"987";"897";"3653";"1548";3537701
"Piacatu";"2014";"7912";"302";"994";"947";"4014";"1655";3537701
"Piacatu";"2015";"7816";"277";"904";"944";"3987";"1704";3537701
"Piacatu";"2016";"7757";"237";"841";"942";"4056";"1681";3537701
"Piacatu";"2017";"8041";"257";"857";"984";"4199";"1745";3537701
"Piedade";"2013";"86079";"8338";"13358";"31103";"25792";"7489";3537800
"Piedade";"2014";"93488";"8160";"14452";"36103";"27145";"7629";3537800
"Piedade";"2015";"86323";"6041";"14390";"32135";"26307";"7451";3537800
"Piedade";"2016";"87066";"6105";"14125";"33449";"26311";"7076";3537800
"Piedade";"2017";"91620";"6423";"14199";"34806";"28287";"7904";3537800
"Pilar do Sul";"2013";"36078";"1582";"7624";"8377";"14761";"3735";3537909
"Pilar do Sul";"2014";"38296";"1697";"8382";"8935";"15523";"3759";3537909
"Pilar do Sul";"2015";"36775";"1633";"8136";"8040";"15380";"3586";3537909
"Pilar do Sul";"2016";"36816";"1671";"7762";"8208";"15564";"3611";3537909
"Pilar do Sul";"2017";"39494";"1849";"8268";"8789";"16813";"3774";3537909
"Pindamonhangaba";"2013";"1191609";"976730";"53751";"6634";"116923";"37571";3538006
"Pindamonhangaba";"2014";"1174878";"940342";"66753";"6611";"122698";"38474";3538006
"Pindamonhangaba";"2015";"1169395";"942335";"64158";"6192";"119326";"37383";3538006
"Pindamonhangaba";"2016";"1065064";"843977";"59799";"5557";"118327";"37404";3538006
"Pindamonhangaba";"2017";"1372041";"1145889";"60618";"6158";"120411";"38965";3538006
"Pindorama";"2013";"32898";"12096";"3680";"1664";"11869";"3590";3538105
"Pindorama";"2014";"33836";"11239";"4074";"1960";"12831";"3731";3538105
"Pindorama";"2015";"32633";"10697";"4090";"1732";"12573";"3541";3538105
"Pindorama";"2016";"32737";"11092";"3861";"1892";"12397";"3496";3538105
"Pindorama";"2017";"33393";"11049";"3851";"2117";"12854";"3523";3538105
"Pinhalzinho";"2013";"23840";"4746";"3230";"4955";"8976";"1933";3538204
"Pinhalzinho";"2014";"24867";"4236";"3695";"5344";"9586";"2006";3538204
"Pinhalzinho";"2015";"24351";"4257";"4287";"4752";"9109";"1946";3538204
"Pinhalzinho";"2016";"24674";"4133";"4020";"4883";"9678";"1960";3538204
"Pinhalzinho";"2017";"26020";"4300";"4264";"5198";"10214";"2045";3538204
"Piquerobi";"2013";"5708";"483";"486";"1540";"1881";"1317";3538303
"Piquerobi";"2014";"6027";"458";"569";"1572";"1983";"1445";3538303
"Piquerobi";"2015";"5832";"428";"519";"1567";"1939";"1379";3538303
"Piquerobi";"2016";"5758";"392";"515";"1527";"1996";"1329";3538303
"Piquerobi";"2017";"5755";"389";"550";"1509";"2042";"1266";3538303
"Piquete";"2013";"17347";"4363";"1991";"641";"8824";"1528";3538501
"Piquete";"2014";"17931";"4099";"2235";"671";"9349";"1577";3538501
"Piquete";"2015";"16947";"3420";"2302";"667";"9011";"1547";3538501
"Piquete";"2016";"16112";"2774";"2162";"667";"8905";"1604";3538501
"Piquete";"2017";"17772";"3929";"2140";"715";"9291";"1697";3538501
"Piracaia";"2013";"50233";"13296";"6541";"5354";"20406";"4636";3538600
"Piracaia";"2014";"50053";"12395";"6901";"5295";"20763";"4698";3538600
"Piracaia";"2015";"46745";"10369";"6949";"4863";"19969";"4595";3538600
"Piracaia";"2016";"46802";"10850";"6616";"4756";"19985";"4595";3538600
"Piracaia";"2017";"50087";"11331";"6905";"4987";"21637";"5227";3538600
"Piracicaba";"2013";"2261885";"1490215";"240426";"13368";"372600";"145275";3538709
"Piracicaba";"2014";"2290591";"1464813";"261415";"13459";"396480";"154424";3538709
"Piracicaba";"2015";"2083111";"1268463";"257632";"12988";"389377";"154652";3538709
"Piracicaba";"2016";"2027993";"1231466";"240532";"12972";"387103";"155920";3538709
"Piracicaba";"2017";"2012793";"1200392";"247352";"13332";"393908";"157809";3538709
"Piraju";"2013";"47420";"4582";"8541";"5340";"20230";"8728";3538808
"Piraju";"2014";"47779";"4135";"8733";"4986";"21303";"8622";3538808
"Piraju";"2015";"45606";"3358";"8617";"4271";"20822";"8538";3538808
"Piraju";"2016";"44938";"3266";"8158";"4353";"21135";"8026";3538808
"Piraju";"2017";"46415";"3452";"8228";"4655";"21607";"8471";3538808
"Pirajuí";"2013";"37008";"1398";"6352";"4874";"14785";"9599";3538907
"Pirajuí";"2014";"37968";"1251";"6489";"5060";"15532";"9634";3538907
"Pirajuí";"2015";"36242";"1076";"6168";"4401";"15292";"9305";3538907
"Pirajuí";"2016";"36349";"1054";"5647";"5240";"15564";"8844";3538907
"Pirajuí";"2017";"36247";"1080";"5545";"5159";"16077";"8386";3538907
"Pirangi";"2013";"25159";"6365";"3497";"3740";"8264";"3293";3539004
"Pirangi";"2014";"27925";"7269";"3539";"4722";"9018";"3377";3539004
"Pirangi";"2015";"27607";"7559";"3448";"4151";"8962";"3487";3539004
"Pirangi";"2016";"27187";"7455";"3206";"4021";"8953";"3552";3539004
"Pirangi";"2017";"28798";"7417";"3306";"4974";"9458";"3643";3539004
"Pirapora do Bom Jesus";"2013";"51096";"33299";"2303";"57";"10942";"4495";3539103
"Pirapora do Bom Jesus";"2014";"53127";"34656";"2484";"31";"11506";"4450";3539103
"Pirapora do Bom Jesus";"2015";"54316";"36756";"2216";"-";"11086";"4257";3539103
"Pirapora do Bom Jesus";"2016";"53425";"36267";"2158";"-";"10795";"4205";3539103
"Pirapora do Bom Jesus";"2017";"62543";"45198";"2085";"-";"11020";"4240";3539103
"Pirapozinho";"2013";"61229";"26070";"7149";"4414";"17727";"5868";3539202
"Pirapozinho";"2014";"66333";"28639";"8089";"4726";"19176";"5703";3539202
"Pirapozinho";"2015";"65203";"27901";"8072";"4814";"18854";"5562";3539202
"Pirapozinho";"2016";"60133";"23861";"7355";"4719";"18616";"5582";3539202
"Pirapozinho";"2017";"65985";"26969";"7788";"5268";"19741";"6219";3539202
"Pirassununga";"2013";"184399";"40585";"44115";"8084";"56901";"34715";3539301
"Pirassununga";"2014";"192494";"43106";"42705";"10740";"59295";"36648";3539301
"Pirassununga";"2015";"179794";"37184";"42591";"7879";"57260";"34881";3539301
"Pirassununga";"2016";"179578";"33411";"45125";"8206";"57160";"35676";3539301
"Pirassununga";"2017";"184418";"33019";"44263";"8974";"60828";"37334";3539301
"Piratininga";"2013";"21707";"636";"4232";"3174";"11236";"2429";3539400
"Piratininga";"2014";"23273";"579";"4521";"3454";"12194";"2525";3539400
"Piratininga";"2015";"22796";"552";"4304";"3175";"12033";"2733";3539400
"Piratininga";"2016";"22523";"569";"3908";"2882";"12327";"2838";3539400
"Piratininga";"2017";"23638";"636";"3945";"3250";"12994";"2813";3539400
"Pitangueiras";"2013";"55260";"10367";"8557";"3873";"25548";"6915";3539509
"Pitangueiras";"2014";"58728";"10236";"8965";"4631";"27630";"7265";3539509
"Pitangueiras";"2015";"56441";"10077";"8396";"3961";"27023";"6983";3539509
"Pitangueiras";"2016";"55527";"9359";"8436";"3818";"26572";"7344";3539509
"Pitangueiras";"2017";"56295";"9257";"8293";"3894";"27312";"7540";3539509
"Planalto";"2013";"7263";"895";"1013";"1454";"2935";"965";3539608
"Planalto";"2014";"7426";"889";"1042";"1331";"3160";"1005";3539608
"Planalto";"2015";"7206";"785";"1011";"1249";"3139";"1022";3539608
"Planalto";"2016";"7132";"518";"1116";"1212";"3293";"993";3539608
"Planalto";"2017";"7302";"347";"1040";"1285";"3508";"1123";3539608
"Platina";"2013";"3107";"137";"310";"409";"1556";"695";3539707
"Platina";"2014";"3314";"172";"330";"425";"1667";"720";3539707
"Platina";"2015";"3496";"152";"317";"682";"1637";"709";3539707
"Platina";"2016";"4280";"161";"323";"1428";"1649";"720";3539707
"Platina";"2017";"5077";"117";"319";"2289";"1687";"664";3539707
"Poá";"2013";"246894";"89069";"32652";"72";"83064";"42037";3539806
"Poá";"2014";"254114";"87842";"35470";"73";"84119";"46610";3539806
"Poá";"2015";"236322";"78032";"36429";"71";"79439";"42349";3539806
"Poá";"2016";"239619";"73104";"34745";"65";"80297";"51408";3539806
"Poá";"2017";"251035";"83747";"35169";"69";"82097";"49954";3539806
"Poloni";"2013";"14352";"6346";"1078";"1509";"4268";"1152";3539905
"Poloni";"2014";"14804";"6404";"1118";"1566";"4542";"1175";3539905
"Poloni";"2015";"14627";"6552";"1091";"1421";"4379";"1184";3539905
"Poloni";"2016";"15447";"7456";"1031";"1386";"4327";"1248";3539905
"Poloni";"2017";"16274";"7826";"1065";"1464";"4583";"1336";3539905
"Pompéia";"2013";"92501";"61751";"6828";"2363";"15255";"6304";3540002
"Pompéia";"2014";"91285";"58546";"7399";"2467";"16432";"6441";3540002
"Pompéia";"2015";"80553";"47975";"7636";"2338";"16260";"6345";3540002
"Pompéia";"2016";"78484";"46254";"7506";"2275";"16191";"6257";3540002
"Pompéia";"2017";"79694";"46547";"7930";"2228";"16730";"6259";3540002
"Pongaí";"2013";"4878";"54";"745";"951";"2292";"835";3540101
"Pongaí";"2014";"5409";"63";"804";"1049";"2589";"904";3540101
"Pongaí";"2015";"5278";"49";"816";"999";"2522";"892";3540101
"Pongaí";"2016";"5243";"51";"829";"989";"2476";"899";3540101
"Pongaí";"2017";"5506";"41";"905";"990";"2609";"960";3540101
"Pontal";"2013";"56568";"6555";"9485";"1965";"29599";"8963";3540200
